placeId,candidateRank,photoTitle,description,creator,sourcePage,originalFile,license,licenseUrl,originalWidth,originalHeight,capturedAt,representativeness,composition,guidebookFit,mobileRecognition,resolution,licenseClarity,score,selected,reason
barri-gotic,2,Barcelona. Gothic Quarter. Carrer de Montjuïc del Bisbe. Graffiti.jpg,Barcelona . Gothic Quarter . Carrer de Montjuïc del Bisbe. Graffiti.,Daniel Naczk,https://commons.wikimedia.org/wiki/File:Barcelona._Gothic_Quarter._Carrer_de_Montju%C3%AFc_del_Bisbe._Graffiti.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ec/Barcelona._Gothic_Quarter._Carrer_de_Montju%C3%AFc_del_Bisbe._Graffiti.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4000,3000,2015-06-15,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
barri-gotic,3,"Barcelona (Gothic Quarter). Neo-gothic footbridge over Bisbe street. 1928. Joan Rubió, architect. (31886036926).jpg","Barcelona (Gothic Quarter). Neo-gothic footbridge over Bisbe street. 1928. Joan Rubió, architect. This neo-gothic footbridge over Bisbe street connects the Generalitat de Catalunya Palace to the House of Canons, official residence of the President of the Generalitat.","Josep Bracons from Barcelona, Catalonia","https://commons.wikimedia.org/wiki/File:Barcelona_(Gothic_Quarter)._Neo-gothic_footbridge_over_Bisbe_street._1928._Joan_Rubi%C3%B3,_architect._(31886036926).jpg",https://upload.wikimedia.org/wikipedia/commons/4/41/Barcelona_%28Gothic_Quarter%29._Neo-gothic_footbridge_over_Bisbe_street._1928._Joan_Rubi%C3%B3%2C_architect._%2831886036926%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,4288,2848,2016-12-02 09:16,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
mercat-de-la-concepcio,1,"066 Mercat de la Concepció, c. Aragó 311 bis (Barcelona), interior.jpg","Mercat de la Concepció, c. Aragó 311 bis (Barcelona), interior",Enric,"https://commons.wikimedia.org/wiki/File:066_Mercat_de_la_Concepci%C3%B3,_c._Arag%C3%B3_311_bis_(Barcelona),_interior.jpg",https://upload.wikimedia.org/wikipedia/commons/3/3a/066_Mercat_de_la_Concepci%C3%B3%2C_c._Arag%C3%B3_311_bis_%28Barcelona%29%2C_interior.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4160,3120,2023-01-13 13:18:59,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 Pilot 승인
mercat-de-la-concepcio,2,Mercat de la Concepció P1330904.JPG,Mercat de la Concepció (Barcelona),Pere López,https://commons.wikimedia.org/wiki/File:Mercat_de_la_Concepci%C3%B3_P1330904.JPG,https://upload.wikimedia.org/wikipedia/commons/c/ce/Mercat_de_la_Concepci%C3%B3_P1330904.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2304,3072,2011-08-27 14:44:46,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
mercat-de-la-concepcio,3,Mercat de la Concepció P1330906.JPG,Mercat de la Concepció (Barcelona),Pere López,https://commons.wikimedia.org/wiki/File:Mercat_de_la_Concepci%C3%B3_P1330906.JPG,https://upload.wikimedia.org/wikipedia/commons/9/9d/Mercat_de_la_Concepci%C3%B3_P1330906.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2304,3072,2011-08-27 14:45:17,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
biblioteca-de-catalunya,1,Biblioteca de Catalunya - Sala interior.JPG,Biblioteca de Catalunya - Sala interior,Josep Renalias,https://commons.wikimedia.org/wiki/File:Biblioteca_de_Catalunya_-_Sala_interior.JPG,https://upload.wikimedia.org/wikipedia/commons/9/9c/Biblioteca_de_Catalunya_-_Sala_interior.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,3008,2000,2008-06-30 15:36:42,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 Pilot 승인
biblioteca-de-catalunya,2,Biblioteca de Catalunya - sala viquitrobada.JPG,Biblioteca de Catalunya - Sala viquitrobada,Josep Renalias,https://commons.wikimedia.org/wiki/File:Biblioteca_de_Catalunya_-_sala_viquitrobada.JPG,https://upload.wikimedia.org/wikipedia/commons/3/34/Biblioteca_de_Catalunya_-_sala_viquitrobada.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,3008,2000,2008-06-30 13:34:22,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
biblioteca-de-catalunya,3,Sala infantil Biblioteca Central Comarcal de Tàrrega G5494.jpg,Sala infantil de la Biblioteca Central Comarcal de Tàrrega,Rosa Feliu,https://commons.wikimedia.org/wiki/File:Sala_infantil_Biblioteca_Central_Comarcal_de_T%C3%A0rrega_G5494.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Sala_infantil_Biblioteca_Central_Comarcal_de_T%C3%A0rrega_G5494.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Attribution,,500,333,2006-05-08 15:49:52,22,14,11,10,5,0,62,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
macba,1,Macba front.jpg,Front side of the Museu d'Art Contemporani de Barcelona,Sparagnamu,https://commons.wikimedia.org/wiki/File:Macba_front.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e4/Macba_front.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,3872,2592,2010-05-01 03:52:52,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 Pilot 승인
macba,2,Barcelona museum of contemporary art.jpg,"MACBA (Museu d'Art Contemporani de Barcelona) in Plaça dels Àngels, Barcelona .",Oscar,https://commons.wikimedia.org/wiki/File:Barcelona_museum_of_contemporary_art.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Barcelona_museum_of_contemporary_art.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,2816,2112,2007-05-22,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
macba,3,Macba.jpg,Barcelona Museum of Contemporary Art (MACBA),Edal Anton Lefterov,https://commons.wikimedia.org/wiki/File:Macba.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Macba.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,1000,740,8.11.2009,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
sitges,1,Sitges - Ansicht 4.jpg,"Ansicht von Sitges ( Catalonien , Spanien ).",Werner Lang (Wela49),https://commons.wikimedia.org/wiki/File:Sitges_-_Ansicht_4.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/Sitges_-_Ansicht_4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,2816,2112,2007-05-29,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 Pilot 승인
sitges,2,Sitges cannon sky.jpg,"A cannon on the seafront cliff promenade that's next to the church. Sitges , Spain .",Arria Belli,https://commons.wikimedia.org/wiki/File:Sitges_cannon_sky.jpg,https://upload.wikimedia.org/wikipedia/commons/5/53/Sitges_cannon_sky.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,1280,960,2005-08-30,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
cau-ferrat,1,Cau Ferrat Sitges 1.jpg,The “Cau Ferrat” in Sitges (Catalonia).,Till F. Teenck,https://commons.wikimedia.org/wiki/File:Cau_Ferrat_Sitges_1.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Cau_Ferrat_Sitges_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,1240,1654,2007-03-12,30,19,15,14,8,10,96,True,장소 대표성·구도·해상도·라이선스를 검토해 Pilot 승인
cau-ferrat,2,Cau Ferrat - Sitges 2013 01.JPG,Cau Ferrat - Sitges,Jordiferrer,https://commons.wikimedia.org/wiki/File:Cau_Ferrat_-_Sitges_2013_01.JPG,https://upload.wikimedia.org/wikipedia/commons/c/cc/Cau_Ferrat_-_Sitges_2013_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,3648,2736,2013-12-01 14:51:57,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
cau-ferrat,3,Cau Ferrat - Sitges 2013 02.JPG,Cau Ferrat - Sitges. Ecce Agnus Dei,Jordiferrer,https://commons.wikimedia.org/wiki/File:Cau_Ferrat_-_Sitges_2013_02.JPG,https://upload.wikimedia.org/wikipedia/commons/5/5e/Cau_Ferrat_-_Sitges_2013_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2736,3648,2013-12-01 14:51:43,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
palau-de-maricel,1,"008 Maricel de Terra i Maricel de Mar, a banda i banda del carrer de Fonollar (Sitges).jpg","Maricel de Terra i Maricel de Mar, a banda i banda del carrer de Fonollar (Sitges)",Enric,"https://commons.wikimedia.org/wiki/File:008_Maricel_de_Terra_i_Maricel_de_Mar,_a_banda_i_banda_del_carrer_de_Fonollar_(Sitges).jpg",https://upload.wikimedia.org/wikipedia/commons/b/b9/008_Maricel_de_Terra_i_Maricel_de_Mar%2C_a_banda_i_banda_del_carrer_de_Fonollar_%28Sitges%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4160,3120,2023-09-24 12:49:13,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 Pilot 승인
palau-de-maricel,2,"WLM14ES - Cau Ferrat, Racó de la Calma, Sitges -909 - MARIA ROSA FERRE.jpg","L’estret carrer que comunica el conjunt d’edificament que comprén el Palau Maricel i el Cau Ferrat amb l’esglesia parroquial de Sant Bartomeu i Santa Tecla (s.XIII) es conegut com a Racó de la Calma per la parsimonia i tranquilitat que inspira als visitants. Descripció Atenció: Amb motiu de les obres de restauració del Museu Cau Ferrat, aquest romandrà tancat de del mes de gener de 2010. El Cau Ferrat va ser la casa-estudi de Santiago Rusiñol (Barcelona, 1861; Aranjuez, 1931), una de les figures més destacades del modernisme català. De retorn d'un viatge a Itàlia, el 1892 va comprar un parell de casetes de pescadors enfilades sobre la costa, i va encarregar a l'arquitecte Francesc Rogent que hi construís un nou edifici, la qual cosa va fer aprofitant elements de l'antic castell medieval de Sitges. La planta baixa es va destinar a habitatge. Al primer pis, s'hi va col·locar la col·lecció de ferro forjat que havia reunit en la seva joventut. De totes les col·leccions que conté el Cau Ferrat la que avui desperta més interès és la de la pintura i dibuixos. Hi són representats els artistes més destacats de la generació modernista: Ramon Casas, Aleix Clapés, Pere Ferran, Joan Llimona, Arcadi Mas i Fontdevila, Joaquim Miró, Isidre Nonell, Darío de Regoyos, Miquel Utrillo i Ignacio Zuloaga. I també artistes més joves, com Hermen Anglada Camarasa o Picasso. L'art de Rusiñol hi figura en una àmplia gamma de registres que van del realisme al simbolisme. La música va tenir un paper molt destacat en la vida del Cau Ferrat. El principal músics de l'època van passar pel Cau, començant pel gran amic de Rusiñol, Enric Morera, Albéniz, Granados i Millet. En el piano del Cau Ferrat, Manuel de Falla va compondre una part del ballet El amor brujo i Noches en los jardines de España. This is a photo of a monument listed in the Spanish heritage register of Bienes de Interés Cultural under the reference RI-51000132 .","MARIA ROSA FERRE ✿ from Vilafranca del penedes, Catalunya","https://commons.wikimedia.org/wiki/File:WLM14ES_-_Cau_Ferrat,_Rac%C3%B3_de_la_Calma,_Sitges_-909_-_MARIA_ROSA_FERRE.jpg",https://upload.wikimedia.org/wikipedia/commons/b/bf/WLM14ES_-_Cau_Ferrat%2C_Rac%C3%B3_de_la_Calma%2C_Sitges_-909_-_MARIA_ROSA_FERRE.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,2964,1930,2010-02-27 13:58,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
palau-de-maricel,3,Carrer de Fonollar de Sitges08.jpg,Carrer de Fonollar de Sitges,Pitxiquin,https://commons.wikimedia.org/wiki/File:Carrer_de_Fonollar_de_Sitges08.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3f/Carrer_de_Fonollar_de_Sitges08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4000,3000,2022-03-01 10:08:02,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
pa-amb-tomaquet,1,Pa amb tomaquet - stonesoup.jpg,Pa amb tomaquet (catalan bread rubbed with fresh tomato and olive oil).,jules / stonesoup,https://commons.wikimedia.org/wiki/File:Pa_amb_tomaquet_-_stonesoup.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/Pa_amb_tomaquet_-_stonesoup.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2378,2903,2009-12-22 05:36,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 Pilot 승인
pa-amb-tomaquet,2,Pa amb oli-rafax.JPG,A tipical Catalan meal called pa amb tomàquet (bread with tomato).,Rafael Ortega Diaz,https://commons.wikimedia.org/wiki/File:Pa_amb_oli-rafax.JPG,https://upload.wikimedia.org/wikipedia/commons/8/88/Pa_amb_oli-rafax.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,2100,1645,2006-11-20,22,14,11,10,8,10,75,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
pa-amb-tomaquet,3,Pa amb tomàquet - Anchoas.jpg,Anchovies from L'Escala (renowned world anchovy capital ) with cheese on top of pa amb tomáquet (Catalan tomato bread). Culinary pilgrimage to Casa Anita in Cadaqués.,"Jennifer Woodard Maderazo from Barcelona, Spain",https://commons.wikimedia.org/wiki/File:Pa_amb_tom%C3%A0quet_-_Anchoas.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/Pa_amb_tom%C3%A0quet_-_Anchoas.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,1000,667,2008-09-12 11:50,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
crema-catalana,1,Crema catalana. Postre.jpg,Crema catalana.,Juan Emilio Prades Bel,https://commons.wikimedia.org/wiki/File:Crema_catalana._Postre.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Crema_catalana._Postre.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,5184,3888,1980-01-01 00:00:04,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 Pilot 승인
crema-catalana,2,Crema catalana.jpg,Catalonian dessert 'crema catalana'.,"Steven Depolo from Grand Rapids, MI, USA",https://commons.wikimedia.org/wiki/File:Crema_catalana.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Crema_catalana.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,640,427,2009-01-25 16:37,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
crema-catalana,3,Crema Catalana Cake.jpg,Crema Catalana Cake,Ceeseven,https://commons.wikimedia.org/wiki/File:Crema_Catalana_Cake.jpg,https://upload.wikimedia.org/wikipedia/commons/0/09/Crema_Catalana_Cake.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4736,3552,2019-09-16 11:40:10,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
onyar,1,The houses of the Onyar.jpg,Façana del riu (Girona),Guyw4444,https://commons.wikimedia.org/wiki/File:The_houses_of_the_Onyar.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/The_houses_of_the_Onyar.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4032,3024,2017-12-19 14:26:34,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
onyar,2,Panorama Girona Cases del Riu.jpg,"Panorama of the houses of the Onyar river, in Girona , Catalonia . In the background, the Cathedral and Sant Feliu Church.",Tallaferro,https://commons.wikimedia.org/wiki/File:Panorama_Girona_Cases_del_Riu.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Panorama_Girona_Cases_del_Riu.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,6055,1470,2006-02-06,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
onyar,3,Panorama Girona Cases del Riu2.jpg,"Panorama of the houses of the Onyar river, in Girona , Catalonia . In the background, the Cathedral and Sant Feliu Church.",Tallaferro,https://commons.wikimedia.org/wiki/File:Panorama_Girona_Cases_del_Riu2.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/Panorama_Girona_Cases_del_Riu2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,2876,1516,2006-02-06,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
girona-cathedral,1,Girona Cathedral 2020.jpg,"Composite image of the main façade of the Girona Cathedral, from 1760.",Fernando,https://commons.wikimedia.org/wiki/File:Girona_Cathedral_2020.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Girona_Cathedral_2020.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4380,5475,2020-07-11 12:02:39,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
