region,placeId,fact_key,confidence,source,verified_at,phone,blocked_reason
aix,vieux-port,closed,official,https://www.marseille-tourisme.com/en/discover-marseille/culture-heritage/discover-the-sites-and-monuments-in-marseille/the-old-port/,2026-08-17,+33 826 500 500,
aix,vieux-port,hours,official,https://www.marseille-tourisme.com/en/discover-marseille/culture-heritage/discover-the-sites-and-monuments-in-marseille/the-old-port/,2026-08-17,+33 826 500 500,
aix,vieux-port,booking,official,https://www.marseille-tourisme.com/en/discover-marseille/culture-heritage/discover-the-sites-and-monuments-in-marseille/the-old-port/,2026-08-17,+33 826 500 500,
avignon,palais-des-papes,closed,official,https://www.palais-des-papes.com/fr/informations-pratiques,2026-08-17,+33 4 32 74 32 74,
avignon,pont-saint-benezet,closed,official,https://avignon-tourisme.com/en/offres/pont-davignon-saint-benezet-avignon-en-4143415/,2026-08-17,+33 4 32 74 32 74,
avignon,pont-saint-benezet,hours,official,https://avignon-tourisme.com/en/offres/pont-davignon-saint-benezet-avignon-en-4143415/,2026-08-17,+33 4 32 74 32 74,
avignon,pont-saint-benezet,booking,official,https://avignon-tourisme.com/en/offres/pont-davignon-saint-benezet-avignon-en-4143415/,2026-08-17,+33 4 32 74 32 74,
avignon,pont-du-gard,closed,official,http://pontdugard.fr/en/practical-information/,2026-08-17,,
avignon,pont-du-gard,booking,official,http://pontdugard.fr/en/practical-information/,2026-08-17,,
avignon,rocher-des-doms,closed,official,https://www.avignon.fr/les-equipements/les-parcs-et-jardins/les-parcs-du-centre-ville/parc-du-rocher-des-doms,2026-08-17,04 90 80 80 00,
avignon,rocher-des-doms,booking,official,https://www.avignon.fr/les-equipements/les-parcs-et-jardins/les-parcs-du-centre-ville/parc-du-rocher-des-doms,2026-08-17,04 90 80 80 00,
avignon,les-halles-d-avignon,closed,official,https://avignon-tourisme.com/en/offres/les-halles-covered-market-avignon-en-4194968/,2026-08-17,,
avignon,les-halles-d-avignon,hours,official,https://avignon-tourisme.com/en/offres/les-halles-covered-market-avignon-en-4194968/,2026-08-17,,
avignon,les-halles-d-avignon,booking,official,https://avignon-tourisme.com/en/offres/les-halles-covered-market-avignon-en-4194968/,2026-08-17,,
avignon,les-halles,booking,official,https://avignon-tourisme.com/en/offres/les-halles-covered-market-avignon-en-4194968/,2026-08-17,,
avignon,carrieres-des-lumieres,closed,official,https://www.carrieres-lumieres.com/en/plan-visit/opening-times-rates,2026-08-17,,
avignon,carrieres-des-lumieres,booking,official,https://www.carrieres-lumieres.com/en/plan-visit/opening-times-rates,2026-08-17,,
avignon,les-baux-de-provence,closed,official,https://www.lesbauxdeprovence.com/en/prepare-you-visit/practical-information/,2026-08-17,+33 4 90 54 34 39,
avignon,saint-paul-de-mausole,closed,official,https://www.saintpauldemausole.fr/van-gogh.html,2026-08-17,+33 4 90 92 77 00,
avignon,saint-paul-de-mausole,hours,official,https://www.saintpauldemausole.fr/van-gogh.html,2026-08-17,+33 4 90 92 77 00,
avignon,saint-paul-de-mausole,booking,unverified,https://www.saintpauldemausole.fr/,2026-08-17,+33 4 90 92 77 00,
avignon,rue-des-teinturiers,closed,official,https://avignon-tourisme.com/en/offres/water-wheels-of-teinturiers-avignon-en-4143892/,2026-08-17,04 90 80 80 00,
avignon,rue-des-teinturiers,hours,official,https://avignon-tourisme.com/en/offres/water-wheels-of-teinturiers-avignon-en-4143892/,2026-08-17,04 90 80 80 00,
avignon,rue-des-teinturiers,booking,official,https://avignon-tourisme.com/en/offres/water-wheels-of-teinturiers-avignon-en-4143892/,2026-08-17,04 90 80 80 00,
avignon,le-gout-du-jour,closed,official,https://en.grandavignon-destinations.fr/restaurant/restaurant-le-gout-du-jour/,2026-08-17,04 32 76 32 16,
avignon,les-cocottes-saint-louis,closed,official,https://www.hotel-cloitre-saintlouis-avignon.fr/fr/restauration/les-cocottes-saintlouis,2026-08-17,+33 4 90 27 55 55,
avignon,nocturnes-avignon-musees,closed,unverified,https://www.avignon.fr/ma-ville/culture/les-musees/,2026-08-17,04 90 80 80 00,
avignon,hertz-avignon-tgv,closed,unverified,https://www.hertz.com/us/en/location/france/avignon/avnx92,2026-08-17,,
avignon,taxi-avignon,closed,unverified,,2026-08-17,,
avignon,virgule-navette,closed,unreachable,https://www.ter.sncf.com/sud-provence-alpes-cote-d-azur/se-deplacer/gares/avignon-tgv-87318964,2026-08-17,,
avignon,arenes-d-arles,closed,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,arenes-d-arles,hours,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,arenes-d-arles,booking,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,theatre-antique,closed,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,theatre-antique,hours,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,theatre-antique,booking,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,cloitre-saint-trophime,closed,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,cloitre-saint-trophime,hours,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,cloitre-saint-trophime,booking,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,arles,closed,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,arles,booking,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,arles-2,closed,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,arles-2,hours,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,arles-2,booking,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,place-du-forum,closed,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,place-du-forum,hours,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,place-du-forum,booking,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,la-roquette,closed,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,la-roquette,hours,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,la-roquette,booking,unreachable,https://www.arlestourisme.com/en/practical-information-monuments.html,2026-08-17,,
avignon,uzes,closed,unreachable,https://www.uzes-pontdugard.com/en/,2026-08-17,,
avignon,uzes,booking,unreachable,https://www.uzes-pontdugard.com/en/,2026-08-17,,
barcelona,2-30,closed,unverified,,,,큐레이션 동선이라 공식 운영정보 페이지 없음 — 구성 시설별로 확인 필요
barcelona,2-30,hours,unverified,,,,큐레이션 동선이라 공식 운영정보 페이지 없음
barcelona,2-30,booking,unverified,,,,큐레이션 동선이라 공식 운영정보 페이지 없음
barcelona,aerobus,closed,official,https://aerobusbarcelona.es/trip/lines-timetables-and-real-time-information/?lang=en,2026-08-17,+34 900 92 96 92,
barcelona,bar-canete,closed,official,https://barcanete.com/contacto/,2026-08-17,+34 932 703 458,
barcelona,bar-canete,booking,official,https://barcanete.com/contacto/,2026-08-17,+34 932 703 458,
barcelona,barri-gotic,closed,unverified,,,,공공 시가지 구역 — 운영시간·휴무 개념이 없고 공식 페이지에 해당 정보 없음
barcelona,barri-gotic,hours,unverified,,,,공공 시가지 구역 — 해당 정보 없음
barcelona,barri-gotic,booking,unverified,,,,공공 시가지 구역 — 해당 정보 없음
barcelona,biblioteca-de-catalunya,closed,unreachable,,,+34 93 270 23 00,"공식 사이트 bnc.cat SSL 인증서 검증 실패 (2회 시도: /eng, /eng/Visit-us)"
barcelona,biblioteca-de-catalunya,booking,unreachable,,,+34 93 270 23 00,공식 사이트 bnc.cat SSL 인증서 검증 실패
barcelona,bodega-joan,hours,official,https://www.bodegajoan.com/en,2026-08-17,+34 93 220 47 56,
barcelona,bodega-joan,closed,official,https://www.bodegajoan.com/en,2026-08-17,+34 93 220 47 56,
barcelona,bodega-joan,booking,official,https://www.bodegajoan.com/en,2026-08-17,+34 93 220 47 56,
barcelona,cau-ferrat,booking,unverified,https://museusdesitges.cat/en/schedule,2026-08-17,+34 93 894 03 64,공식 일정 페이지가 열렸으나 예약 필요 여부 미게재. 요금·예약 페이지는 404/403
barcelona,cem-joan-miro,hours,official,https://www.cejoanmiro.cat/,2026-08-17,+34 934 234 350,
barcelona,cem-joan-miro,closed,unverified,https://www.cejoanmiro.cat/,2026-08-17,+34 934 234 350,공식 페이지에 정기 휴관일 표기 없음 (7일 운영시간만 게재)
barcelona,cem-joan-miro,booking,unverified,https://www.cejoanmiro.cat/,2026-08-17,+34 934 234 350,강습 예약 메뉴만 있고 비회원 1일 입장 가능 여부·예약 요건 미게재
barcelona,cn-atletic-barceloneta,hours,official,https://www.cnab.cat/el-club/tarifas/horarios-generales/,2026-08-17,+34 93 221 00 10,
barcelona,cn-atletic-barceloneta,closed,official,https://www.cnab.cat/el-club/tarifas/horarios-generales/,2026-08-17,+34 93 221 00 10,
barcelona,cn-atletic-barceloneta,booking,unverified,https://www.cnab.cat/el-club/tarifas/horarios-generales/,2026-08-17,+34 93 221 00 10,공식 페이지에 비회원 입장·예약 가능 여부 미게재
barcelona,gracia,closed,unverified,,,,동네 산책 코스 — 공식 운영정보 대상 아님
barcelona,gracia,hours,unverified,,,,동네 산책 코스 — 공식 운영정보 대상 아님
barcelona,gracia,booking,unverified,,,,동네 산책 코스 — 공식 운영정보 대상 아님
barcelona,la-paradeta-sagrada-familia,booking,unverified,https://www.laparadeta.com/en/seafood-restaurants/,2026-08-17,+34 934 500 191,"공식 페이지에 예약 관련 안내 없음 (영업시간만 게재: 월 휴무, 화–일 13:00–16:00 / 20:00–23:30)"
barcelona,la-zorra,hours,official,https://restaurantelazorra.com/horario-y-contacto/,2026-08-17,,
barcelona,la-zorra,closed,official,https://restaurantelazorra.com/horario-y-contacto/,2026-08-17,,
barcelona,la-zorra,booking,official,https://restaurantelazorra.com/reserva-online/,2026-08-17,,
barcelona,llibreria-finestres,hours,official,https://www.llibreriafinestres.com/es/contacto/,2026-08-17,+34 933 840 809,
barcelona,llibreria-finestres,closed,official,https://www.llibreriafinestres.com/es/contacto/,2026-08-17,+34 933 840 809,
barcelona,llibreria-finestres,booking,unverified,https://www.llibreriafinestres.com/es/contacto/,2026-08-17,+34 933 840 809,공식 페이지에 예약 관련 안내 없음 (행사 참가는 별도)
barcelona,mercat-de-la-concepcio,closed,official,https://www.laconcepcio.cat/en/,2026-08-17,,
barcelona,mercat-de-la-concepcio,booking,unverified,https://www.laconcepcio.cat/en/,2026-08-17,,공설시장 — 공식 페이지에 예약 관련 안내 없음
barcelona,museu-de-maricel,hours,official,https://museusdesitges.cat/en/schedule,2026-08-17,+34 93 894 03 64,
barcelona,museu-de-maricel,closed,official,https://museusdesitges.cat/en/schedule,2026-08-17,+34 93 894 03 64,
barcelona,museu-de-maricel,booking,unverified,https://museusdesitges.cat/en/schedule,2026-08-17,+34 93 894 03 64,공식 일정 페이지에 예약 필요 여부 미게재; 요금 페이지 404
barcelona,museu-del-cau-ferrat,hours,official,https://museusdesitges.cat/en/schedule,2026-08-17,+34 93 894 03 64,
barcelona,museu-del-cau-ferrat,closed,official,https://museusdesitges.cat/en/schedule,2026-08-17,+34 93 894 03 64,
barcelona,museu-del-cau-ferrat,booking,unverified,https://museusdesitges.cat/en/schedule,2026-08-17,+34 93 894 03 64,공식 일정 페이지에 예약 필요 여부 미게재; 요금 페이지 404
barcelona,palau-de-maricel,closed,official,https://museusdesitges.cat/en/schedule,2026-08-17,+34 93 894 03 64,
barcelona,palau-de-maricel,booking,official,https://museusdesitges.cat/es/museo/palau-de-maricel/visita-guiada,2026-08-17,+34 93 894 03 64,
barcelona,placa-del-rei-carrer-del-bisbe,closed,unverified,,,,공공 광장·가로 산책 코스 — 공식 운영정보 대상 아님
barcelona,placa-del-rei-carrer-del-bisbe,hours,unverified,,,,공공 광장·가로 산책 코스 — 공식 운영정보 대상 아님
barcelona,placa-del-rei-carrer-del-bisbe,booking,unverified,,,,공공 광장·가로 산책 코스 — 공식 운영정보 대상 아님
barcelona,sagrada-familia,closed,official,https://sagradafamilia.org/en/schedules-how-to-get,2026-08-17,+34 932 080 414,
barcelona,sagrada-familia,booking,official,https://sagradafamilia.org/en/faqs,2026-08-17,+34 932 080 414,
barcelona,sant-pau-recinte-modernista,closed,official,https://santpaubarcelona.org/en/prepara-la-teva-visita/,2026-08-17,+34 93 551 78 76,
barcelona,sant-pau-recinte-modernista,booking,official,https://santpaubarcelona.org/en/prepara-la-teva-visita/,2026-08-17,+34 93 551 78 76,
barcelona,zbe-barcelona,closed,unreachable,,,,"공식 페이지 접근 차단 (ajuntament.barcelona.cat 418, amb.cat 403)"
girona,cadaques,closed,unverified,https://www.visitcadaques.org/,2026-08-17,+34 972 258 315,
girona,call,closed,unverified,https://www.girona.cat/turisme/cat/museus_call.php,2026-08-17,+34 972 216 761,
girona,call,hours,unverified,https://www.girona.cat/turisme/cat/museus_call.php,2026-08-17,+34 972 216 761,
girona,call,booking,unverified,https://www.girona.cat/turisme/cat/museus_call.php,2026-08-17,+34 972 216 761,
girona,museum-of-jewish-history,closed,official,https://www.girona.cat/turisme/cat/museus_call.php,2026-08-17,+34 972 216 761,
girona,casa-marieta,booking,official,https://casamarieta.com/en/,2026-08-17,+34 972 201 016,
girona,chateau-royal-de-collioure,closed,official,https://www.ledepartement66.fr/dossier/le-chateau-royal-de-collioure/,2026-08-17,+33 4 68 82 06 43,
girona,chateau-royal-de-collioure,hours,official,https://www.ledepartement66.fr/dossier/le-chateau-royal-de-collioure/,2026-08-17,+33 4 68 82 06 43,
girona,chateau-royal-de-collioure,booking,official,https://www.ledepartement66.fr/dossier/le-chateau-royal-de-collioure/,2026-08-17,+33 4 68 82 06 43,
girona,chemin-du-fauvisme,closed,official,https://www.tourisme-collioure.com/activites-collioure/immersion-culturelle-collioure/le-chemin-du-fauvisme-collioure/,2026-08-17,+33 4 68 82 15 47,
girona,chemin-du-fauvisme,hours,official,https://www.tourisme-collioure.com/activites-collioure/immersion-culturelle-collioure/le-chemin-du-fauvisme-collioure/,2026-08-17,+33 4 68 82 15 47,
girona,chemin-du-fauvisme,booking,official,https://www.tourisme-collioure.com/activites-collioure/immersion-culturelle-collioure/le-chemin-du-fauvisme-collioure/,2026-08-17,+33 4 68 82 15 47,
girona,collioure,closed,official,https://www.ledepartement66.fr/dossier/le-chateau-royal-de-collioure/,2026-08-17,+33 4 68 82 15 47,
girona,collioure,booking,official,https://www.tourisme-collioure.com/agenda-collioure/les-marches-collioure/,2026-08-17,+33 4 68 82 15 47,
girona,place,closed,official,https://www.tourisme-collioure.com/agenda-collioure/les-marches-collioure/,2026-08-17,+33 4 68 82 15 47,
girona,place,hours,official,https://www.tourisme-collioure.com/agenda-collioure/les-marches-collioure/,2026-08-17,+33 4 68 82 15 47,
girona,place,booking,official,https://www.tourisme-collioure.com/agenda-collioure/les-marches-collioure/,2026-08-17,+33 4 68 82 15 47,
girona,far-de-tossa,closed,official,https://visittossa.com/en/cultural-heritage/art-and-culture/tossas-lighthouse/,2026-08-17,+34 972 343 359,
girona,fonda-cal-ros,closed,official,https://fondacalros.com/en/,2026-08-17,+34 972 621 017,
girona,fonda-cal-ros,hours,official,https://fondacalros.com/en/,2026-08-17,+34 972 621 017,
girona,fonda-cal-ros,booking,official,https://fondacalros.com/en/,2026-08-17,+34 972 621 017,
girona,girona-cathedral,closed,official,https://catedraldegirona.cat/en/girona-cathedral-cultural-visit/,2026-08-17,+34 972 427 189,
girona,girona-cathedral,booking,official,https://www.girona.cat/turisme/cat/monuments_catedral.php,2026-08-17,+34 972 427 189,
girona,la-roca-peratallada,closed,unverified,https://restaurantlaroca.cat/,2026-08-17,+34 972 634 172 / +34 606 911 243,
girona,mercat-del-lleo,closed,official,https://www.mercatlleo.cat/info-practica/,2026-08-17,,
girona,onyar,closed,unverified,https://www.girona.cat/turisme/cat/,2026-08-17,+34 972 010 001,
girona,onyar,hours,unverified,https://www.girona.cat/turisme/cat/,2026-08-17,+34 972 010 001,
girona,onyar,booking,unverified,https://www.girona.cat/turisme/cat/,2026-08-17,+34 972 010 001,
girona,pals,closed,official,https://www.pals.cat/ca/agenda/mercat-setmanal/,2026-08-17,+34 972 637 380,
girona,pals,booking,unverified,https://www.pals.cat/ca/,2026-08-17,+34 972 637 380,
girona,passeig-de-la-muralla,closed,official,https://www.girona.cat/turisme/cat/monuments_muralla.php,2026-08-17,+34 972 010 001,
girona,passeig-de-la-muralla,booking,unverified,https://www.girona.cat/turisme/cat/monuments_muralla.php,2026-08-17,+34 972 010 001,
girona,passeig-de-la-muralla-2,closed,official,https://www.girona.cat/turisme/cat/monuments_muralla.php,2026-08-17,+34 972 010 001,
girona,passeig-de-la-muralla-2,hours,official,https://www.girona.cat/turisme/cat/monuments_muralla.php,2026-08-17,+34 972 010 001,
girona,passeig-de-la-muralla-2,booking,unverified,https://www.girona.cat/turisme/cat/monuments_muralla.php,2026-08-17,+34 972 010 001,
girona,peralada,closed,official,https://www.museucastellperalada.com/en/visit/section/hours/,2026-08-17,+34 972 538 125,
girona,peralada,hours,official,https://www.museucastellperalada.com/en/visit/section/hours/,2026-08-17,+34 972 538 125,
girona,peralada,booking,official,https://www.museucastellperalada.com/en/visit/section/hours/,2026-08-17,+34 972 538 125,
girona,peratallada,closed,unverified,https://forallac.cat/,2026-08-17,+34 872 987 030,
girona,peratallada,hours,unverified,https://forallac.cat/,2026-08-17,+34 872 987 030,
girona,peratallada,booking,unverified,https://forallac.cat/,2026-08-17,+34 872 987 030,
luberon,abbaye-de-senanque,closed,official,https://www.senanque.fr/en/visits-of-the-abbey-2/,2026-08-17,04 90 72 18 24,
luberon,coustellet,closed,official,https://www.destinationluberon.com/savourer/marches/marche-paysan-de-coustellet,2026-08-17,,
luberon,coustellet,booking,official,https://www.destinationluberon.com/savourer/marches/marche-paysan-de-coustellet,2026-08-17,,
luberon,gordes,closed,official,"https://www.gordes-village.com/vie-quotidienne,marches-et-foires,111.html",2026-08-17,04 90 72 02 08,
luberon,gordes,booking,official,https://www.gordes-village.com/,2026-08-17,04 90 72 02 08,
luberon,gordes-2,closed,official,"https://www.gordes-village.com/patrimoine,musee,le-chateau,102.html",2026-08-17,04 32 50 11 41,
luberon,gordes-2,hours,official,"https://www.gordes-village.com/patrimoine,musee,le-chateau,102.html",2026-08-17,04 32 50 11 41,
luberon,gordes-2,booking,official,"https://www.gordes-village.com/patrimoine,musee,le-chateau,102.html",2026-08-17,04 32 50 11 41,
luberon,gordes-3,closed,official,"https://www.gordes-village.com/vie-quotidienne,marches-et-foires,111.html",2026-08-17,04 90 72 02 08,
luberon,gordes-3,hours,official,"https://www.gordes-village.com/vie-quotidienne,marches-et-foires,111.html",2026-08-17,04 90 72 02 08,
luberon,gordes-3,booking,official,"https://www.gordes-village.com/vie-quotidienne,marches-et-foires,111.html",2026-08-17,,
luberon,goult,closed,official,https://www.goult.fr/commerces/,2026-08-17,,
luberon,goult,hours,unverified,https://www.goult.fr/commerces/,2026-08-17,,
luberon,goult,booking,official,https://www.goult.fr/commerces/,2026-08-17,,
luberon,gout-bistrot,booking,official,https://www.goutbistrot.com/contact/,2026-08-17,04 90 04 73 52,
luberon,ju-maison-de-cuisine,closed,official,https://en.luberon-apt.fr/prepare-your-stay/restaurants/ju-maison-de-cuisine-1181855,2026-08-17,04 90 75 88 62,
luberon,ju-maison-de-cuisine,hours,official,https://en.luberon-apt.fr/prepare-your-stay/restaurants/ju-maison-de-cuisine-1181855,2026-08-17,04 90 75 88 62,
luberon,ju-maison-de-cuisine,booking,official,https://ju-maisondecuisine.com/EN/,2026-08-17,04 90 75 88 62,
luberon,lourmarin,closed,official,https://lourmarin.com/marches/,2026-08-17,04 90 68 04 13,
luberon,lourmarin,booking,official,https://lourmarin.com/marches/,2026-08-17,04 90 68 04 13,
luberon,lourmarin-2,closed,official,https://chateaudelourmarin.com/infos-pratiques/,2026-08-17,04 90 68 15 23,
luberon,lourmarin-2,hours,official,https://chateaudelourmarin.com/infos-pratiques/,2026-08-17,04 90 68 15 23,
luberon,lourmarin-2,booking,official,https://chateaudelourmarin.com/infos-pratiques/,2026-08-17,04 90 68 15 23,
luberon,menerbes,closed,official,https://www.menerbes.fr/en/street-market/,2026-08-17,04 90 72 22 05,
luberon,menerbes,hours,official,https://www.menerbes.fr/events/marche/,2026-08-17,04 90 72 24 94,
luberon,menerbes,booking,official,https://www.menerbes.fr/en/street-market/,2026-08-17,04 90 72 22 05,
luberon,roussillon-sentier-des-ocres,closed,official,https://roussillon-en-provence.fr/decouvrir-2/sentier-des-ocres/,2026-08-17,04 90 05 60 16,
luberon,roussillon-sentier-des-ocres,booking,official,https://roussillon-en-provence.fr/decouvrir-2/sentier-des-ocres/,2026-08-17,04 90 05 60 16,
luberon,village-des-bories,closed,official,https://www.levillagedesbories.com/informations-pratiques.php,2026-08-17,04 90 72 03 48,
luberon,village-des-bories,booking,official,https://www.levillagedesbories.com/informations-pratiques.php,2026-08-17,04 90 72 03 48,
luberon,menerbes,note,official,https://www.menerbes.fr/en/street-market/,2026-08-17,04 90 72 22 05,
lyon,annecy,closed,official,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,2026-08-17,04 85 46 76 70,
lyon,annecy,hours,official,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,2026-08-17,04 85 46 76 70,
lyon,annecy,booking,official,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,2026-08-17,04 85 46 76 78,
lyon,annecy-cruise,closed,unverified,https://www.bateaux-annecy.com/,2026-08-17,04 50 51 08 40,
lyon,annecy-palais-de-l-ile-chateau,closed,official,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,2026-08-17,04 85 46 76 70,
