region,type,kind,slug,name,local_name,verdict,recommended_query,resolved_name,resolved_address,current_lat,current_lng,has_coords,evidence_url,note
aix,place,spot,musee-granet,Musée Granet,"Musée Granet (Beaux-Arts, Archéologie, Cézanne)",FOUND,"Musée Granet, Aix-en-Provence",Musée Granet,"Place Saint-Jean de Malte, 13100 Aix-en-Provence",43.5258,5.4522,Y,https://www.museegranet-aixenprovence.fr/,별관 Granet XXe 는 별도 지점
aix,place,spot,notre-dame-de-la-garde,Notre-Dame de la Garde,Basilique Notre-Dame de la Garde (La Bonne Mère),FOUND,"Basilique Notre-Dame de la Garde, Marseille",Basilique Notre-Dame de la Garde,"Rue Fort du Sanctuaire, 13281 Marseille",43.2842,5.3714,Y,https://fr.wikipedia.org/wiki/Basilique_Notre-Dame_de_la_Garde,city_hint 오류(Aix→Marseille)
aix,place,spot,patisserie-weibel,Pâtisserie Weibel,Maison Weibel — Pâtisserie & Salon de Thé,FOUND,"Maison Weibel, Aix-en-Provence",Maison Weibel,"2 rue Chabrier, 13100 Aix-en-Provence",,,N,http://www.maisonweibel.com/,좌표 없음. local_name 의 'rue Méjanes' 근거 없음 — 정본은 rue Chabrier
aix,place,spot,rotonde,Rotonde,Fontaine de la Rotonde (Place du Général-de-Gaulle),FOUND,"Fontaine de la Rotonde, Aix-en-Provence",Fontaine de la Rotonde,"Place du Général de Gaulle, 13100 Aix-en-Provence",43.5263,5.4454,Y,https://en.wikipedia.org/wiki/Fontaine_de_la_Rotonde,'Rotonde' 단독은 상호와 충돌
aix,place,spot,saint-paul-de-vence,Saint-Paul-de-Vence,Saint-Paul-de-Vence,FOUND,"Saint-Paul-de-Vence, France",Saint-Paul-de-Vence,06570 Saint-Paul-de-Vence,43.6969,7.1222,Y,https://fr.wikipedia.org/wiki/Saint-Paul-de-Vence,city_hint 오류 — Aix 에서 약 170km
aix,place,spot,vieux-port-marseille,Vieux-Port,Vieux-Port de Marseille,FOUND,"Vieux-Port de Marseille, Marseille",Vieux-Port de Marseille,"Quai du Port, 13001 Marseille",43.2951,5.3744,Y,https://fr.wikipedia.org/wiki/Vieux-Port_de_Marseille,city_hint 오류. 'Vieux Port' 단독은 Cannes 등과 충돌
avignon,place,spot,arenes-d-arles,Arènes d’Arles,Amphithéâtre Romain d'Arles (Arènes),FOUND,"Arènes d'Arles, Arles",Amphithéâtre romain d'Arles,"1 Rond-Point des Arènes, 13200 Arles",43.6778,4.6311,Y,https://www.arlestourisme.com/en/arenas-amphitheatre.html,좌표 정확. city_hint 오류
avignon,place,spot,arles,Arles,Arles (Ville d'Art et d'Histoire),FOUND,"Arles, France",Arles,13200 Arles,,,N,https://en.wikipedia.org/wiki/Arles,city_hint 오류(Avignon). 좌표 없음
avignon,place,spot,carrieres-des-lumieres,Carrières des Lumières,Carrières des Lumières (Les Baux),FOUND,"Carrières des Lumières, Les Baux-de-Provence",Carrières des Lumières,"Route de Maillane, 13520 Les Baux-de-Provence",,,N,https://www.carrieres-lumieres.com/en/information-access,좌표 없음. city_hint 오류
avignon,place,spot,cloitre-saint-trophime,Cloître Saint-Trophime,Cloître et Église Saint-Trophime d'Arles,FOUND,"Cloître Saint-Trophime, Arles",Cloître Saint-Trophime,"Place de la République, 13200 Arles",43.6764,4.6283,Y,https://www.arlestourisme.com/en/saint-trophime-cloister.html,city_hint 오류(실제 Arles)
avignon,place,spot,fondation-vincent-van-gogh-arles,Fondation Vincent van Gogh Arles,Fondation Vincent van Gogh Arles,FOUND,"Fondation Vincent van Gogh Arles, Arles",Fondation Vincent van Gogh Arles,"35 ter rue du Docteur Fanton, 13200 Arles",,,N,https://www.fondation-vincentvangogh-arles.org/en/visit-us/,좌표 없음. city_hint 오류
avignon,place,spot,fou-de-fafa-avignon,Fou de Fafa,Restaurant Fou de Fafa,FOUND,"Fou de Fafa, 17 rue des Trois Faucons, Avignon",Restaurant Fou de Fafa,"17 rue des Trois Faucons, 84000 Avignon",43.94993,4.81302,Y,https://www.restaurantfoudefafa.com/contact,좌표 오류 — 숙소 좌표 복사. 저녁만·화수 휴무
avignon,place,spot,glanum,Glanum,Site Archéologique de Glanum & Les Antiques,FOUND,"Site archéologique de Glanum, Saint-Rémy-de-Provence",Site archéologique de Glanum,"Route des Baux-de-Provence, 13210 Saint-Rémy-de-Provence",,,N,https://www.site-glanum.fr/,좌표 없음. city_hint 오류
avignon,place,spot,le-gibolin-arles,Le Gibolin,Bistrot Le Gibolin — Arles,FOUND,"Le Gibolin, 13 rue des Porcelets, Arles",Le Gibolin,"13 rue des Porcelets, 13200 Arles",43.6764,4.6267,Y,https://guide.michelin.com/us/en/provence-alpes-cote-dazur/arles/restaurant/le-gibolin,전화 예약만. city_hint 오류
avignon,place,spot,les-baux-de-provence,Les Baux-de-Provence,Les Baux-de-Provence,FOUND,"Les Baux-de-Provence, France",Les Baux-de-Provence,13520 Les Baux-de-Provence,,,N,https://en.wikipedia.org/wiki/Les_Baux-de-Provence,좌표 없음. city_hint 오류
avignon,place,spot,les-cocottes-saint-louis,Les Cocottes Saint-Louis,Restaurant Les Cocottes — Cloître Saint-Louis,FOUND,"Les Cocottes Saint Louis, 20 rue du Portail Boquier, Avignon",Les Cocottes Saint Louis,"20 rue du Portail Boquier, 84000 Avignon",43.94993,4.81302,Y,https://www.hotel-cloitre-saintlouis-avignon.fr/fr/restauration/les-cocottes-saintlouis,좌표 오류 — 숙소 좌표 복사
avignon,place,spot,les-halles,Les Halles,Marché Couvert Les Halles d'Avignon,FOUND,"Les Halles d'Avignon, Place Pie, Avignon",Les Halles d'Avignon,"18 Place Pie, 84000 Avignon",43.9493,4.8061,Y,https://fr.wikipedia.org/wiki/Halles_d%27Avignon,'Les Halles' 단독은 파리·리옹과 충돌. 좌표 약 400m 오차
avignon,place,spot,palais-des-papes,Palais des Papes,Palais des Papes (Avignon),FOUND,"Palais des Papes, Avignon",Palais des Papes,"Place du Palais, 84000 Avignon",43.9458,4.8133,Y,https://en.wikipedia.org/wiki/Palais_des_Papes,좌표 약 700m 오차 — 정정 필요
avignon,place,spot,place-du-forum-arles,Place du Forum,Place du Forum (Arles),FOUND,"Place du Forum, Arles",Place du Forum,"Place du Forum, 13200 Arles",,,N,https://www.tripadvisor.com/,좌표 없음. 'Arles' 필수 — 동명 다수
avignon,place,spot,pont-du-gard,Pont du Gard,Site du Pont du Gard,FOUND,"Pont du Gard, Vers-Pont-du-Gard",Site du Pont du Gard,"400 Route du Pont du Gard, 30210 Vers-Pont-du-Gard",43.9475,4.535,Y,https://en.wikipedia.org/wiki/Pont_du_Gard,좌표 정확. city_hint 오류
avignon,place,spot,pont-saint-benezet,Pont Saint-Bénézet,Pont Saint-Bénézet (Pont d'Avignon),FOUND,"Pont Saint-Bénézet, Avignon",Pont Saint-Bénézet,"Boulevard de la Ligne, 84000 Avignon",43.9539,4.8047,Y,https://en.wikipedia.org/wiki/Pont_Saint-B%C3%A9n%C3%A9zet,좌표 대체로 일치
avignon,place,spot,rocher-des-doms,Rocher des Doms,Jardin du Rocher des Doms,FOUND,"Jardin du Rocher des Doms, Avignon",Jardin du Rocher des Doms,"Place du Palais, 84000 Avignon",43.9525,4.8078,Y,https://avignon-tourisme.com/,좌표 대체로 일치
avignon,place,spot,saint-paul-de-mausole,Saint-Paul-de-Mausole,Monastère Saint-Paul de Mausole,FOUND,"Monastère Saint-Paul de Mausole, Saint-Rémy-de-Provence",Monastère Saint-Paul de Mausole,"Chemin Saint-Paul, 13210 Saint-Rémy-de-Provence",,,N,https://www.saintpauldemausole.fr/,좌표 없음. city_hint 오류
avignon,place,spot,saint-remy-de-provence,Saint-Rémy-de-Provence,Saint-Rémy-de-Provence,FOUND,"Saint-Rémy-de-Provence, France",Saint-Rémy-de-Provence,13210 Saint-Rémy-de-Provence,,,N,https://en.wikipedia.org/wiki/Saint-R%C3%A9my-de-Provence,좌표 없음. city_hint 오류
avignon,place,spot,theatre-antique-arles,Théâtre antique,Théâtre Antique d'Arles,FOUND,"Théâtre Antique d'Arles, Arles",Théâtre antique d'Arles,"Rue du Cloître, 13200 Arles",43.6767,4.6297,Y,https://www.arlestourisme.com/en/roman-theatre.html,'d'Arles' 필수 — 오랑주·리옹과 충돌
avignon,place,spot,uzes,Uzès Place aux Herbes·구시가지,Uzès (Place aux Herbes & Ville d'Art et d'Histoire),FOUND,"Place aux Herbes, Uzès",Place aux Herbes,"Place aux Herbes, 30700 Uzès",44.0122,4.4197,Y,https://www.tripadvisor.com/,좌표 정확. city_hint 오류. 시장 수·토 오전
barcelona,hotel,hotel,OCCIDENTAL-HOTEL,Occidental Barcelona 1929,,FOUND,"Occidental Barcelona 1929, Carrer de la Creu Coberta 20-22, Barcelona",Occidental Barcelona 1929,"Carrer de la Creu Coberta 20-22, 08014 Barcelona",41.3752738,2.1476619,Y,https://www.barcelo.com/en-us/occidental-barcelona-1929/,좌표·주소 일치
barcelona,place,spot,bar-canete,Bar Cañete,Bar Cañete — Barra y Mantel,FOUND,"Bar Cañete, Carrer de la Unió 17, Barcelona",Bar Cañete,"Carrer de la Unió 17, 08001 Barcelona",41.3789,2.1741,Y,https://www.oadguides.com/restaurant/bar-canete,좌표 약 180m 오차
barcelona,place,node,barcelona-sants,Barcelona Sants,,FOUND,"Estació de Barcelona-Sants, Barcelona",Estació de Barcelona-Sants,"Plaça dels Països Catalans 1-7, 08014 Barcelona",41.37914,2.14005,Y,https://en.wikipedia.org/wiki/Barcelona_Sants_railway_station,'Estació' 접두 필수 — 동명 지구와 충돌
barcelona,place,spot,barri-gotic,Barri Gòtic,El Barri Gòtic,FOUND,"Barri Gòtic, Barcelona",Barri Gòtic,"Ciutat Vella, 08002 Barcelona",41.3833,2.1764,Y,https://www.barcelonaturisme.com/,지구(영역) — 단일 핀 아님
barcelona,place,spot,biblioteca-de-catalunya,Biblioteca de Catalunya,Biblioteca de Catalunya (Antic Hospital de la Santa Creu),FOUND,"Biblioteca de Catalunya, Carrer de l'Hospital 56, Barcelona",Biblioteca de Catalunya,"Carrer de l'Hospital 56, 08001 Barcelona",41.3811,2.1702,Y,https://www.bnc.cat/eng,
barcelona,place,spot,cau-ferrat,Cau Ferrat,,FOUND,"Museu del Cau Ferrat, Sitges",Museu del Cau Ferrat,"Carrer de Fonollar 6, 08870 Sitges",41.23572,1.81145,Y,https://museusdesitges.cat/,실제 도시 Sitges — city_hint 오류
barcelona,place,spot,la-paradeta-sagrada-familia,La Paradeta Sagrada Família,La Paradeta Sagrada Família,FOUND,"La Paradeta Sagrada Família, Passatge de Simó 18, Barcelona",La Paradeta Sagrada Família,"Passatge de Simó 18, 08025 Barcelona",41.4022,2.1764,Y,https://www.laparadeta.com/en/seafood-restaurants/,체인 — 지점명 필수. 좌표 약 400m 오차
barcelona,place,spot,la-zorra,La Zorra,La Zorra — Arrosseria Contemporània,FOUND,"La Zorra, Passeig Marítim 1-3, Sitges",La Zorra,"Passeig Marítim 1-3, 08870 Sitges",41.2352,1.8069,Y,https://restaurantelazorra.com/,실제 도시 Sitges. 좌표 약 300m 오차
barcelona,place,spot,macba,MACBA,Museu d'Art Contemporani de Barcelona,FOUND,"Museu d'Art Contemporani de Barcelona, Plaça dels Àngels 1",MACBA,"Plaça dels Àngels 1, 08001 Barcelona",41.3832,2.1669,Y,https://www.macba.cat/en/plan-your-visit/,약칭은 타 도시와 충돌 — 정식명 권장
barcelona,place,spot,mercat-concepcio,Mercat de la Concepció,Mercat de la Concepció,FOUND,"Mercat de la Concepció, Carrer d'Aragó 313, Barcelona",Mercat de la Concepció,"Carrer d'Aragó 311-317, 08009 Barcelona",41.3965,2.1695,Y,https://www.laconcepcio.cat/en/the-market/,좌표 약 200m 오차
barcelona,place,spot,palau-de-maricel,Palau de Maricel,,FOUND,"Palau de Maricel, Sitges",Palau de Maricel,"Carrer de Fonollar s/n, 08870 Sitges",,,N,https://museusdesitges.cat/,실제 도시 Sitges. 좌표 없음. 인근 Museu de Maricel 과 별개
barcelona,place,spot,sagrada-familia,Sagrada Família,Basílica de la Sagrada Família,FOUND,"Basílica de la Sagrada Família, Barcelona",Basílica de la Sagrada Família,"Carrer de Mallorca 401, 08013 Barcelona",41.4036,2.1744,Y,https://www.sagradafamilia.org/,좌표 일치
barcelona,place,spot,sant-pau-recinte-modernista,Sant Pau Recinte Modernista,Recinte Modernista de Sant Pau,FOUND,"Recinte Modernista de Sant Pau, Barcelona",Sant Pau Recinte Modernista,"Carrer de Sant Antoni Maria Claret 167, 08025 Barcelona",41.4128,2.1744,Y,https://www.barcelonaturisme.com/,현 병원과 혼동 주의 — 'Recinte Modernista' 유지
barcelona,place,spot,sitges,Sitges,,FOUND,"Sitges, Barcelona, Spain",Sitges,"08870 Sitges, Catalonia",,,N,https://www.visitsitges.com/,도시 단위. 좌표 없음
girona,hotel,hotel,BASCARA-HOTEL,바스카라의 B&B,,FOUND,"Casa Bascara, Bàscara",Casa Bascara,"Plaça de l'Església 6, 17483 Bàscara",42.16036,2.90964,Y,https://casabascara.cat/en/rooms/,'바스카라의 B&B' 는 별칭 — 정식 상호 'Casa Bascara'
girona,place,spot,calella-de-palafrugell,Calella de Palafrugell,Calella de Palafrugell & Camí de Ronda,FOUND,"Calella de Palafrugell, Girona",Calella de Palafrugell,"17210 Palafrugell, Girona",,,N,https://costabrava.org/,좌표 없음. local_name 의 Camí de Ronda 는 선형 산책로
girona,place,spot,casa-marieta,Casa Marieta,Restaurant Casa Marieta 1892,FOUND,"Casa Marieta 1892, Plaça de la Independència 5-6, Girona",Restaurant Casa Marieta 1892,"Plaça de la Independència 5-6, 17001 Girona",,,N,https://casamarieta.com/en/,좌표 없음 — 약 41.9856/2.8218
girona,place,spot,collioure,Collioure,Cotlliure (Château Royal & Chemin du Fauvisme),FOUND,"Collioure, France",Collioure,"66190 Collioure, Pyrénées-Orientales, France",42.52505,3.08322,Y,https://en.wikipedia.org/wiki/Collioure,city_hint 오류 — 스페인 아닌 프랑스
girona,place,spot,girona-cathedral,Girona Cathedral,Catedral de Santa Maria de Girona,FOUND,"Catedral de Santa Maria de Girona, Girona",Catedral de Santa Maria de Girona,"Plaça de la Catedral s/n, 17004 Girona",,,N,https://www.girona.cat/turisme/eng/monuments_catedral.php,좌표 없음 — 약 41.9874/2.8263
girona,place,spot,mercat-del-lleo,Mercat del Lleó,Mercat del Lleó — Mercat Municipal de Girona,FOUND,"Mercat del Lleó, Plaça Calvet i Rubalcaba 15, Girona",Mercat del Lleó,"Plaça Calvet i Rubalcaba 15, 17002 Girona",,,N,https://www.mercatlleo.cat/,좌표 없음
girona,place,spot,onyar,Onyar 강변,Cases de l'Onyar & Pont de les Peixateries Velles,FOUND,"Cases de l'Onyar, Girona",Cases de l'Onyar,"Rambla de la Llibertat 23, 17004 Girona",,,N,https://www.google.co.uk/maps/place/Cases+de+l'Onyar/,강변 자체는 선형 — 사진 포인트는 Pont de les Peixateries Velles. 좌표 없음
girona,place,spot,pals,Pals,Pals (Vila Medieval),FOUND,"Pals, Girona",Pals,"17256 Pals, Girona",41.97039,3.14843,Y,https://en.wikipedia.org/wiki/Pals,좌표 약 300m 북동 편차
girona,place,spot,passeig-de-la-muralla,Passeig de la Muralla,Muralles de Girona (Passeig Arqueològic),FOUND,"Passeig de la Muralla, Girona",Passeig de la Muralla,"Girona 구시가 성벽, 17004 Girona",,,N,https://www.tripadvisor.com/,약 1.5km 선형 — 진입점 여럿. 좌표 없음
girona,place,spot,peralada,Peralada,Castell de Peralada & Jardins,FOUND,"Castell de Peralada, Peralada",Castell de Peralada,"Plaça del Carme s/n, 17491 Peralada",,,N,https://www.museucastellperalada.com/en/gardens/,'Peralada' 단독은 마을 — 성이 목적지면 'Castell de'. 좌표 없음
girona,place,spot,peratallada,Peratallada,Peratallada (Vila Fortificada),FOUND,"Peratallada, Girona",Peratallada,"17113 Forallac, Girona",41.97618,3.09007,Y,https://en.wikipedia.org/wiki/Peratallada,좌표 일치
luberon,hotel,hotel,PEYRE-HOTEL,Domaine des Peyre (후보),,FOUND,"Domaine des Peyre, Robion",Domaine des Peyre,"1620 route d'Avignon, 84440 Robion",43.87088,5.12202,Y,https://www.domainedespeyre.com/,공식 GPS 와 좌표 정확히 일치. 미확정 후보 — 확정 표기 금지
luberon,place,spot,abbaye-de-senanque,Abbaye de Sénanque,Abbaye Notre-Dame de Sénanque,FOUND,"Abbaye Notre-Dame de Sénanque, Gordes",Abbaye Notre-Dame de Sénanque,84220 Gordes,43.9283,5.1889,Y,https://www.senanque.fr/,좌표 일치. 예약제 가이드투어
luberon,place,spot,bonnieux,Bonnieux,Bonnieux,FOUND,"Bonnieux, France",Bonnieux,84480 Bonnieux,,,N,https://fr.wikipedia.org/wiki/Bonnieux,좌표 없음 — 약 43.824/5.307
luberon,place,spot,coustellet,Coustellet 생산자 시장,Marché Paysan de Coustellet (생산자 시장),FOUND,"Marché paysan de Coustellet, Maubec",Marché paysan de Coustellet,"Place du marché, 84660 Maubec",43.8686,5.1436,Y,https://www.destinationluberon.com/,시장은 Maubec 소속. 일요일 오전
luberon,place,spot,gordes,Gordes,Gordes,FOUND,"Gordes, France",Gordes,84220 Gordes,43.9114,5.2003,Y,https://fr.wikipedia.org/wiki/Gordes,좌표 일치
luberon,place,spot,goult,Goult,Goult (Le Village Secret),FOUND,"Goult, France",Goult,84220 Goult,43.8631,5.2417,Y,https://fr.wikipedia.org/wiki/Goult,좌표 적정
luberon,place,spot,l-isle-sur-la-sorgue,L'Isle-sur-la-Sorgue,L'Isle-sur-la-Sorgue (Venise Comtadine),FOUND,"L'Isle-sur-la-Sorgue, France",L'Isle-sur-la-Sorgue,84800 L'Isle-sur-la-Sorgue,,,N,https://fr.wikipedia.org/wiki/L%27Isle-sur-la-Sorgue,좌표 없음 — 약 43.919/5.051
luberon,place,spot,lourmarin,Lourmarin,Lourmarin,FOUND,"Lourmarin, France",Lourmarin,84160 Lourmarin,43.7636,5.3628,Y,https://fr.wikipedia.org/wiki/Lourmarin,좌표 일치
luberon,place,spot,menerbes,Ménerbes,Ménerbes,FOUND,"Ménerbes, France",Ménerbes,84560 Ménerbes,43.8333,5.2083,Y,https://fr.wikipedia.org/wiki/M%C3%A9nerbes,좌표 반올림으로 수백m 오차
luberon,place,spot,oppede-le-vieux,Oppède-le-Vieux,Oppède-le-Vieux,FOUND,"Oppède-le-Vieux, Oppède",Oppède-le-Vieux,84580 Oppède,,,N,https://fr.wikipedia.org/wiki/Opp%C3%A8de,좌표 없음 — 약 43.827/5.166
luberon,place,spot,roussillon-sentier-des-ocres,Roussillon · Sentier des Ocres,Roussillon · Le Sentier des Ocres,FOUND,"Sentier des Ocres, Roussillon",Le Sentier des Ocres,84220 Roussillon,43.9019,5.2939,Y,https://www.destinationluberon.com/,'Roussillon' 단독은 타 지명과 충돌. 유료·현장매표
luberon,place,spot,village-des-bories,Village des Bories,Village des Bories (Gordes),FOUND,"Village des Bories, Gordes",Village des Bories,"1570 chemin du Village des Bories, 84220 Gordes",43.9056,5.1819,Y,https://luberon.fr/,좌표 적정
lyon,hotel,hotel,LAGRANGE-HOTEL,Lagrange Aparthotel Lyon Lumière,,FOUND,"Lagrange Apart'Hotel Lyon Lumière, 81-85 Cours Albert Thomas, Lyon",Lagrange Apart'Hôtel Lyon Lumière,"81-85 Cours Albert Thomas, 69003 Lyon",45.746467,4.868933,Y,https://www.lagrange-aparthotel.com/lyon/,좌표 일치 — 이 좌표가 다른 리옹 항목에 잘못 복사됨
lyon,place,spot,bellecour,Bellecour,Place Bellecour (Presqu'île),FOUND,"Place Bellecour, Lyon",Place Bellecour,"Place Bellecour, 69002 Lyon",45.7578,4.8322,Y,https://en.wikipedia.org/wiki/Place_Bellecour,'Place' 접두 권장 — 지하철역과 겹침
lyon,place,spot,cafe-comptoir-abel,Café Comptoir Abel,Café Comptoir Abel — Le plus vieux bouchon de Lyon,FOUND,"Café Comptoir Abel, 25 rue Guynemer, Lyon",Café Comptoir Abel,"25 rue Guynemer, 69002 Lyon",45.746467,4.868933,Y,https://www.visiterlyon.com/,좌표 약 3km 오차 — 숙소 좌표 복사
lyon,place,spot,chez-mamie-lise,Chez Mamie Lise,Restaurant Chez Mamie Lise — Spécialités Savoyardes,FOUND,"Chez Mamie Lise, 11 rue Grenette, Annecy",Chez Mamie Lise,"11 rue Grenette, 74000 Annecy",45.8989,6.1292,Y,https://www.mamie-lise.com/restaurant-annecy/contact/,city_hint 오류 — 실제 Annecy
lyon,place,spot,halles-de-lyon-paul-bocuse,Halles de Lyon Paul Bocuse,Les Halles de Lyon-Paul Bocuse,FOUND,"Les Halles de Lyon Paul Bocuse, 102 cours Lafayette, Lyon",Les Halles de Lyon — Paul Bocuse,"102 cours Lafayette, 69003 Lyon",45.7622,4.8519,Y,https://www.halles-de-lyon-paulbocuse.com/informations-utiles/,좌표 약 230m 오차. 일요일 16:30 마감
lyon,place,spot,parc-de-la-tete-d-or,Parc de la Tête d'Or,Parc de la Tête d'Or (Lyon),FOUND,"Parc de la Tête d'Or, Lyon",Parc de la Tête d'Or,"Place Général Leclerc, 69006 Lyon",45.7772,4.855,Y,https://en.wikipedia.org/wiki/Parc_de_la_T%C3%AAte_d%27Or,117ha — 출입문 기준 권장
nice,place,spot,cannes,Cannes,Cannes (Le Suquet & La Croisette),FOUND,"Cannes, France",Cannes,"Cannes, 06400, Alpes-Maritimes, France",43.5539,7.0205,Y,https://en.cannes-france.com/,도시명. 좌표 43.5539/7.0205 는 시내 중심과 일치. local_name 의 괄호는 검색어에 넣지 말 것
nice,place,spot,colline-du-chateau,Colline du Château (성채 언덕),Colline du Château (성채 언덕),FOUND,"Parc de la Colline du Château, Nice",Parc de la Colline du Château,"Montée du Château, 06300 Nice",43.6953,7.2797,Y,https://www.explorenicecotedazur.com/,'Parc de la' 접두가 단일 특정에 안전
nice,place,spot,cours-saleya,Cours Saleya,Marché du Cours Saleya,FOUND,"Cours Saleya, Nice",Cours Saleya (Marché aux fleurs),"Cours Saleya, 06300 Nice",43.6958,7.2753,Y,https://www.explorenicecotedazur.com/,좌표 일치
nice,place,spot,le-figuier-de-saint-esprit,Le Figuier de Saint-Esprit,Restaurant Le Figuier de Saint-Esprit,FOUND,"Le Figuier de Saint-Esprit, Antibes",Le Figuier de Saint-Esprit,"14 rue Saint-Esprit, 06600 Antibes",43.5816,7.1278,Y,https://guide.michelin.com/us/en/provence-alpes-cote-dazur/antibes/restaurant/le-figuier-de-st-esprit,실제 도시는 ANTIBES — city_hint(Nice) 오류
nice,place,spot,le-rocher,Le Rocher — 모나코 구시가지,Le Rocher (Monaco-Ville),FOUND,"Monaco-Ville, Monaco",Monaco-Ville (Le Rocher),"Monaco-Ville, 98000 Monaco",43.7311,7.4239,Y,https://www.visitmonaco.com/,'Le Rocher' 단독은 동명 다수 — Monaco-Ville 로 질의
nice,place,spot,le-suquet,Le Suquet — 칸 구시가지,Le Suquet (Vieille Ville de Cannes),FOUND,"Le Suquet, Cannes",Le Suquet,"Le Suquet, 06400 Cannes",43.5511,7.0108,Y,https://en.cannes-france.com/,실제 도시는 CANNES — city_hint 오류
nice,place,spot,marche-de-la-liberation,Marché de la Libération,Marché de la Libération (Gare du Sud),FOUND,"Marché de la Libération, Nice",Marché aux fruits et légumes de la Libération,"Avenue Malausséna, 06000 Nice",43.7102,7.2625,Y,https://www.explorenicecotedazur.com/en/event/marche-aux-fruits-et-legumes-de-la-liberation/,시장이 여러 가로에 걸침
nice,place,spot,marche-forville,Marché Forville,Marché Forville (Cannes),FOUND,"Marché Forville, Cannes",Marché Forville,"6 rue du Marché Forville, 06400 Cannes",,,N,https://www.marcheforville.com/,좌표 비어 있음 — 약 43.5518/7.0122
nice,place,spot,menton,Menton (멘통),Menton (Vieille Ville & Basilique Saint-Michel),FOUND,"Menton, France",Menton,"Menton, 06500, Alpes-Maritimes, France",43.7749,7.5069,Y,https://www.tourisme-menton.fr/,
