contentId,filePath,headingLevel,sectionTitle,contentType,wordCount,linkCount,imageCount,hash
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#027,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Atelier des Lauves,assets-register,45,0,0,65e843745018fbb0
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#028,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Cassis Harbour,assets-register,43,0,0,c6da5424a890e884
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#029,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Calanques,assets-register,53,0,0,f3b7a04063814c4d
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#030,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Lourmarin,assets-register,41,0,0,c4ae1a7f3c66292e
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#031,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,1,Luberon,assets-register,64,0,0,17da4ad555d0ec03
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#032,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Roussillon·Sentier des Ocres,assets-register,44,0,0,9d51c3c9e486728c
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#033,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Goult,assets-register,32,0,0,1f064984a49129d2
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#034,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Gordes,assets-register,47,0,0,95da66ec2f5ddfb4
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#035,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Village des Bories,assets-register,40,0,0,b9983f924e1f6a8e
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#036,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Abbaye de Sénanque,assets-register,40,0,0,7c9a9bff22a4317f
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#037,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Ménerbes,assets-register,41,0,0,8531cd64ce376824
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#038,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,1,Avignon,assets-register,64,0,0,16854f2415dda7a0
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#039,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Palais des Papes,assets-register,46,0,0,8d2fa1233efce26d
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#040,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Pont Saint-Bénézet,assets-register,41,0,0,348d982374daf0a1
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#041,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Les Halles Avignon,assets-register,43,0,0,e57140ee43ad0307
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#042,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Uzès Saturday Market,assets-register,48,0,0,02ef5816de9518c9
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#043,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Pont du Gard,assets-register,43,0,0,6b7df5bc9865dfb5
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#044,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Les Baux-de-Provence,assets-register,41,0,0,920c1a3062997ad6
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#045,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Glanum,assets-register,42,0,0,7f4e98ebf6b6fa7b
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#046,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,1,Lyon,assets-register,62,0,0,11549967d0b097d8
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#047,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Fourvière Basilica·Roman Hill,assets-register,35,0,0,24bf710d6e1c73b7
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#048,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Vieux Lyon·Traboules,assets-register,34,0,0,0109930f6c6972b7
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#049,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Croix-Rousse,assets-register,36,0,0,fd34c8e4b3ae84ef
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#050,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Halles de Lyon Paul Bocuse,assets-register,36,0,0,bf5484d50c8164bf
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#051,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Annecy Old Town·Lake,assets-register,44,0,0,c4e4beb76d95bd05
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#052,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,1,Paris,assets-register,64,0,0,9ca2204bea7a7695
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#053,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Notre-Dame de Paris,assets-register,55,0,0,0b1e19b9d387fd56
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#054,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Louvre Museum,assets-register,52,0,0,36651a6aa6d7ce32
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#055,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Musée d’Orsay,assets-register,40,0,0,0a12eb46f1262077
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#056,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,BnF Richelieu,assets-register,43,0,0,ea7308919052743f
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#057,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Montmartre·South Pigalle,assets-register,43,0,0,408982af70e16145
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#058,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Versailles,assets-register,40,0,0,e59cf7589e357c54
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#059,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Giverny Fondation Monet,assets-register,44,0,0,089534b33203fc7f
90_Regional_Context_and_Place_Dossier_Compendium_v1.0#060,source/ASSETS/90_Regional_Context_and_Place_Dossier_Compendium_v1.0.md,2,Bourse de Commerce,assets-register,34,0,0,d4b3d5e355396cb2
91_Place_Registry_v1.0#001,source/ASSETS/91_Place_Registry_v1.0.md,1,장소 레지스트리 v1.0,assets-register,80,0,0,046bc9482b823182
91_Place_Registry_v1.0#002,source/ASSETS/91_Place_Registry_v1.0.md,2,barcelona (04),assets-register,127,0,0,b9105c416a6e1ce9
91_Place_Registry_v1.0#003,source/ASSETS/91_Place_Registry_v1.0.md,2,girona (05),assets-register,67,0,0,dd8ef9f6658e469c
91_Place_Registry_v1.0#004,source/ASSETS/91_Place_Registry_v1.0.md,2,nice (06),assets-register,161,0,0,990c6b6cac5f420d
91_Place_Registry_v1.0#005,source/ASSETS/91_Place_Registry_v1.0.md,2,aix (07),assets-register,295,0,0,5c78f88f07a5b72b
91_Place_Registry_v1.0#006,source/ASSETS/91_Place_Registry_v1.0.md,2,luberon (08),assets-register,147,0,0,6038bc60159121ce
91_Place_Registry_v1.0#007,source/ASSETS/91_Place_Registry_v1.0.md,2,avignon (09),assets-register,306,0,0,427f16816bc83a57
91_Place_Registry_v1.0#008,source/ASSETS/91_Place_Registry_v1.0.md,2,lyon (10),assets-register,123,0,0,573e2ef142998c95
91_Place_Registry_v1.0#009,source/ASSETS/91_Place_Registry_v1.0.md,2,paris (11),assets-register,250,0,0,ac3a9d120f4c591c
91_Place_Registry_v1.0#010,source/ASSETS/91_Place_Registry_v1.0.md,2,판단이 들어간 곳,assets-register,132,0,0,938f02270caccb25
00_Current_Source_of_Truth_Index_v2.0#001,source/CURRENT/00_Governance/00_Current_Source_of_Truth_Index_v2.0.md,1,Current Source of Truth Index v2.0 — 콘텐츠 중복 통합,governance,0,0,0,
00_Current_Source_of_Truth_Index_v2.0#002,source/CURRENT/00_Governance/00_Current_Source_of_Truth_Index_v2.0.md,2,기준,governance,34,0,0,c9055ce30d4d18ac
00_Current_Source_of_Truth_Index_v2.0#003,source/CURRENT/00_Governance/00_Current_Source_of_Truth_Index_v2.0.md,2,Authoritative core,governance,36,0,0,01354721ca138e3c
00_Current_Source_of_Truth_Index_v2.0#004,source/CURRENT/00_Governance/00_Current_Source_of_Truth_Index_v2.0.md,2,Authoritative regional chapters — v2 증보판이 정본이다,governance,68,0,0,c83f47e10c70459c
00_Current_Source_of_Truth_Index_v2.0#005,source/CURRENT/00_Governance/00_Current_Source_of_Truth_Index_v2.0.md,2,장소 정본,governance,17,0,0,5417460510546f88
00_Current_Source_of_Truth_Index_v2.0#006,source/CURRENT/00_Governance/00_Current_Source_of_Truth_Index_v2.0.md,2,Authoritative operations,governance,53,0,0,74fabf80a1057225
00_Current_Source_of_Truth_Index_v2.0#007,source/CURRENT/00_Governance/00_Current_Source_of_Truth_Index_v2.0.md,2,Authoritative assets,governance,53,0,0,a60069c83a154074
00_Current_Source_of_Truth_Index_v2.0#008,source/CURRENT/00_Governance/00_Current_Source_of_Truth_Index_v2.0.md,2,Editorial standards,governance,24,0,0,97a014b35a84ddf4
00_Current_Source_of_Truth_Index_v2.0#009,source/CURRENT/00_Governance/00_Current_Source_of_Truth_Index_v2.0.md,2,이 색인의 유지 규칙,governance,33,0,0,71bbcacee46e746e
88_Editorial_Style_Guide_v1.0#001,source/CURRENT/00_Governance/88_Editorial_Style_Guide_v1.0.md,1,TP 유럽여행 가이드북 편집 스타일 가이드 v1.0,governance,0,0,0,
88_Editorial_Style_Guide_v1.0#002,source/CURRENT/00_Governance/88_Editorial_Style_Guide_v1.0.md,2,1. 적용 범위,governance,21,0,0,00304cf05df79107
88_Editorial_Style_Guide_v1.0#003,source/CURRENT/00_Governance/88_Editorial_Style_Guide_v1.0.md,2,2. 표기 표준,governance,54,0,0,0c3e1f0be9a13036
88_Editorial_Style_Guide_v1.0#004,source/CURRENT/00_Governance/88_Editorial_Style_Guide_v1.0.md,2,3. 추천 등급,governance,34,0,0,6915fba15a61fa0f
88_Editorial_Style_Guide_v1.0#005,source/CURRENT/00_Governance/88_Editorial_Style_Guide_v1.0.md,2,4. 일자별 기본 구조,governance,20,0,0,eb55fc9d19144327
88_Editorial_Style_Guide_v1.0#006,source/CURRENT/00_Governance/88_Editorial_Style_Guide_v1.0.md,2,5. 편집 원칙,governance,47,0,0,76ca95fed2f6816f
89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0#001,source/CURRENT/00_Governance/89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0.md,1,89. Commercial Guidebook Editorial and Layout Standard v1.0,governance,0,0,0,
89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0#002,source/CURRENT/00_Governance/89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0.md,2,1. 목적,governance,36,0,0,9b512268ab8d28f8
89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0#003,source/CURRENT/00_Governance/89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0.md,2,2. 공통 챕터 구조,governance,48,0,0,fa01fcfec60d5697
89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0#004,source/CURRENT/00_Governance/89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0.md,2,3. 추천표시,governance,41,0,0,8ffac128c01806d2
89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0#005,source/CURRENT/00_Governance/89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0.md,2,4. 장소 설명 공식,governance,19,0,0,f05249b0eb797c04
89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0#006,source/CURRENT/00_Governance/89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0.md,2,5. 식당 카드 기준,governance,32,0,0,42d8ac961b273e54
89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0#007,source/CURRENT/00_Governance/89_Commercial_Guidebook_Editorial_and_Layout_Standard_v1.0.md,2,6. 시각적 읽기 원칙,governance,38,0,0,3fd7b3e0efa08da6
90_Regional_and_Place_Dossier_Editorial_Standard_v1.0#001,source/CURRENT/00_Governance/90_Regional_and_Place_Dossier_Editorial_Standard_v1.0.md,1,90. Regional and Place Dossier Editorial Standard v1.0,governance,0,0,0,
90_Regional_and_Place_Dossier_Editorial_Standard_v1.0#002,source/CURRENT/00_Governance/90_Regional_and_Place_Dossier_Editorial_Standard_v1.0.md,2,지역정보 필수구조,governance,22,0,0,4deb4348fbb63176
90_Regional_and_Place_Dossier_Editorial_Standard_v1.0#003,source/CURRENT/00_Governance/90_Regional_and_Place_Dossier_Editorial_Standard_v1.0.md,2,개별 장소 필수구조,governance,28,0,0,d153b7982e3b4df9
90_Regional_and_Place_Dossier_Editorial_Standard_v1.0#004,source/CURRENT/00_Governance/90_Regional_and_Place_Dossier_Editorial_Standard_v1.0.md,2,변동정보 원칙,governance,26,0,0,e4cc6f1124fa763f
01_How_to_Use_This_Guidebook_v1.0#000,source/CURRENT/10_Core/01_How_to_Use_This_Guidebook_v1.0.md,0,(preamble),core,18,0,0,31c9802cfb8f7bfc
01_How_to_Use_This_Guidebook_v1.0#001,source/CURRENT/10_Core/01_How_to_Use_This_Guidebook_v1.0.md,1,01. 이 가이드북을 사용하는 법,core,26,0,0,87f31939d13c4434
01_How_to_Use_This_Guidebook_v1.0#002,source/CURRENT/10_Core/01_How_to_Use_This_Guidebook_v1.0.md,2,1. 각 챕터의 세 층,core,43,0,0,2c1de8465499423b
01_How_to_Use_This_Guidebook_v1.0#003,source/CURRENT/10_Core/01_How_to_Use_This_Guidebook_v1.0.md,2,2. 추천등급의 의미,core,51,0,0,1a7aef50bb337543
01_How_to_Use_This_Guidebook_v1.0#004,source/CURRENT/10_Core/01_How_to_Use_This_Guidebook_v1.0.md,2,3. 장소 소개카드 읽는 법,core,63,0,0,00b7216b7561b96c
