placeId,fact_key,status,priority,last_attempt,blocked_reason,phone,source_hint,region,grade,displayName,days
annecy,closed,FRESH,P0,2026-08-17,,04 85 46 76 70,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,lyon,essential,Annecy 구시가지 (Palais de l'Île·Château·호수·크루즈),26
annecy,hours,FRESH,P0,2026-08-17,,04 85 46 76 70,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,lyon,essential,Annecy 구시가지 (Palais de l'Île·Château·호수·크루즈),26
annecy,booking,FRESH,P0,2026-08-17,,04 85 46 76 70,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,lyon,essential,Annecy 구시가지 (Palais de l'Île·Château·호수·크루즈),26
annecy,price_adult,MISSING,P1,,,04 85 46 76 70,,lyon,essential,Annecy 구시가지 (Palais de l'Île·Château·호수·크루즈),26
annecy,getting_there,MISSING,P1,,,04 85 46 76 70,,lyon,essential,Annecy 구시가지 (Palais de l'Île·Château·호수·크루즈),26
annecy,duration,MISSING,P2,,,04 85 46 76 70,,lyon,essential,Annecy 구시가지 (Palais de l'Île·Château·호수·크루즈),26
annecy-cruise,closed,MISSING,P0,2026-08-17,,04 50 51 08 40,https://www.bateaux-annecy.com/,lyon,none,Annecy 호수 크루즈,
annecy-cruise,hours,BLOCKED,P2,2026-08-17,공식 사이트에서 9/20 이후 시간표·요금 확인 불가 (개별 페이지 404),04 50 51 08 40,2026-08-17 신규확정 v2.1 (복구본),lyon,none,Annecy 호수 크루즈,
annecy-cruise,booking,MISSING,P2,,,04 50 51 08 40,,lyon,none,Annecy 호수 크루즈,
annecy-cruise,price_adult,MISSING,P2,,,04 50 51 08 40,,lyon,none,Annecy 호수 크루즈,
annecy-palais-de-l-ile,closed,FRESH,P0,2026-08-17,,04 85 46 76 70,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,lyon,essential,Palais de l'Île·Musée-Château (Annecy),
annecy-palais-de-l-ile,hours,FRESH,P0,2026-08-17,,04 85 46 76 70,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,lyon,essential,Palais de l'Île·Musée-Château (Annecy),
annecy-palais-de-l-ile,booking,FRESH,P0,2026-08-17,,04 85 46 76 70,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,lyon,essential,Palais de l'Île·Musée-Château (Annecy),
annecy-palais-de-l-ile,price_adult,MISSING,P1,,,04 85 46 76 70,,lyon,essential,Palais de l'Île·Musée-Château (Annecy),
annecy-palais-de-l-ile,getting_there,MISSING,P1,,,04 85 46 76 70,,lyon,essential,Palais de l'Île·Musée-Château (Annecy),
annecy-palais-de-l-ile,duration,MISSING,P2,,,04 85 46 76 70,,lyon,essential,Palais de l'Île·Musée-Château (Annecy),
arc-de-triomphe-longchamp,closed,MISSING,P0,,,,,paris,none,Prix de l'Arc de Triomphe (Longchamp),
arc-de-triomphe-longchamp,hours,FRESH,P2,2026-08-17,,,2026-08-17 신규 검증,paris,none,Prix de l'Arc de Triomphe (Longchamp),
arc-de-triomphe-longchamp,booking,MISSING,P2,,,,,paris,none,Prix de l'Arc de Triomphe (Longchamp),
arc-de-triomphe-longchamp,price_adult,MISSING,P2,,,,,paris,none,Prix de l'Arc de Triomphe (Longchamp),
arc-de-triomphe-longchamp,getting_there,FRESH,P2,2026-08-17,,,2026-08-17 신규 검증,paris,none,Prix de l'Arc de Triomphe (Longchamp),
arenes-d-arles,closed,BLOCKED,P0,2026-08-17,공식 소스 접근 실패,,https://www.arlestourisme.com/en/practical-information-monuments.html,avignon,essential,Arènes d'Arles,21
arenes-d-arles,hours,BLOCKED,P0,2026-08-17,공식 소스 접근 실패,,https://www.arlestourisme.com/en/practical-information-monuments.html,avignon,essential,Arènes d'Arles,21
arenes-d-arles,booking,BLOCKED,P0,2026-08-17,공식 소스 접근 실패,,https://www.arlestourisme.com/en/practical-information-monuments.html,avignon,essential,Arènes d'Arles,21
arenes-d-arles,price_adult,MISSING,P1,,,,,avignon,essential,Arènes d'Arles,21
arenes-d-arles,getting_there,MISSING,P1,,,,,avignon,essential,Arènes d'Arles,21
arenes-d-arles,duration,MISSING,P2,,,,,avignon,essential,Arènes d'Arles,21
arles,closed,BLOCKED,P0,2026-08-17,공식 소스 접근 실패,,https://www.arlestourisme.com/en/practical-information-monuments.html,avignon,essential,Arles (도시),
arles,hours,BLOCKED,P0,2026-08-17,공식 소스 접근 실패,,https://www.arlestourisme.com/en/practical-information-monuments.html,avignon,essential,Arles (도시),
arles,booking,BLOCKED,P0,2026-08-17,공식 소스 접근 실패,,https://www.arlestourisme.com/en/practical-information-monuments.html,avignon,essential,Arles (도시),
arles,price_adult,FRESH,P1,2026-08-16,,,2026-08-16 확정 원장 (공식 소스 검증 완료),avignon,essential,Arles (도시),
arles,getting_there,MISSING,P1,,,,,avignon,essential,Arles (도시),
arles,duration,MISSING,P2,,,,,avignon,essential,Arles (도시),
atelier-des-lauves,closed,FRESH,P0,2026-08-17,,+33 4 42 91 95 30,https://www.aixenprovencetourism.com/fr/fiche/atelier-de-cezanne-5538099,aix,essential,Atelier des Lauves (Atelier de Cézanne),15
atelier-des-lauves,hours,FRESH,P0,2026-08-17,,+33 4 42 91 95 30,https://www.aixenprovencetourism.com/fr/fiche/atelier-de-cezanne-5538099,aix,essential,Atelier des Lauves (Atelier de Cézanne),15
atelier-des-lauves,booking,FRESH,P0,2026-08-25,,+33 4 42 91 95 30,https://www.aix.fr/incontournables/atelier-cezanne,aix,essential,Atelier des Lauves (Atelier de Cézanne),15
atelier-des-lauves,price_adult,FRESH,P1,2026-08-17,,+33 4 42 91 95 30,2026-08-17 신규 검증,aix,essential,Atelier des Lauves (Atelier de Cézanne),15
atelier-des-lauves,getting_there,FRESH,P1,2026-08-17,,+33 4 42 91 95 30,2026-08-17 신규 검증,aix,essential,Atelier des Lauves (Atelier de Cézanne),15
atelier-des-lauves,duration,MISSING,P2,,,+33 4 42 91 95 30,,aix,essential,Atelier des Lauves (Atelier de Cézanne),15
au-petit-riche,closed,FRESH,P0,2026-08-25,,,https://www.restaurant-aupetitriche.com/,paris,essential,Au Petit Riche,31
au-petit-riche,hours,FRESH,P0,2026-08-25,,,https://www.restaurant-aupetitriche.com/,paris,essential,Au Petit Riche,31
au-petit-riche,booking,FRESH,P0,2026-08-25,,,https://www.restaurant-aupetitriche.com/,paris,essential,Au Petit Riche,31
au-petit-riche,price_adult,MISSING,P1,,,,,paris,essential,Au Petit Riche,31
au-petit-riche,getting_there,MISSING,P1,,,,,paris,essential,Au Petit Riche,31
au-petit-riche,duration,FRESH,P2,2026-08-25,,,MP-04 Editorial,paris,essential,Au Petit Riche,31
aux-crus-de-bourgogne,closed,FRESH,P0,2026-08-25,,,https://auxcrusdebourgogne.com/,paris,essential,Aux Crus de Bourgogne,40
aux-crus-de-bourgogne,hours,FRESH,P0,2026-08-25,,,https://auxcrusdebourgogne.com/,paris,essential,Aux Crus de Bourgogne,40
aux-crus-de-bourgogne,booking,FRESH,P0,2026-08-25,,,https://auxcrusdebourgogne.com/,paris,essential,Aux Crus de Bourgogne,40
aux-crus-de-bourgogne,price_adult,MISSING,P1,,,,,paris,essential,Aux Crus de Bourgogne,40
aux-crus-de-bourgogne,getting_there,MISSING,P1,,,,,paris,essential,Aux Crus de Bourgogne,40
aux-crus-de-bourgogne,duration,FRESH,P2,2026-08-25,,,MP-04 Editorial,paris,essential,Aux Crus de Bourgogne,40
bar-canete,closed,FRESH,P0,2026-08-21,,,https://barcanete.com/,barcelona,essential,Bar Cañete,3
bar-canete,hours,FRESH,P0,2026-08-21,,,https://barcanete.com/,barcelona,essential,Bar Cañete,3
bar-canete,booking,FRESH,P0,2026-08-21,,,https://barcanete.com/,barcelona,essential,Bar Cañete,3
bar-canete,price_adult,MISSING,P1,,,,,barcelona,essential,Bar Cañete,3
bar-canete,getting_there,MISSING,P1,,,,,barcelona,essential,Bar Cañete,3
bar-canete,duration,FRESH,P2,2026-08-21,,,FCR-02 Editorial,barcelona,essential,Bar Cañete,3
barcelona-gracia,closed,BLOCKED,P0,,동네 산책 코스 — 공식 운영정보 대상 아님,,,barcelona,priority,Gràcia 저녁 산책,2
barcelona-gracia,hours,BLOCKED,P0,,동네 산책 코스 — 공식 운영정보 대상 아님,,,barcelona,priority,Gràcia 저녁 산책,2
barcelona-gracia,booking,BLOCKED,P0,,동네 산책 코스 — 공식 운영정보 대상 아님,,,barcelona,priority,Gràcia 저녁 산책,2
barcelona-gracia,price_adult,MISSING,P1,,,,,barcelona,priority,Gràcia 저녁 산책,2
barcelona-gracia,getting_there,MISSING,P1,,,,,barcelona,priority,Gràcia 저녁 산책,2
barcelona-gracia,duration,MISSING,P2,,,,,barcelona,priority,Gràcia 저녁 산책,2
barri-gotic,closed,BLOCKED,P0,,공공 시가지 구역 — 운영시간·휴무 개념이 없고 공식 페이지에 해당 정보 없음,,,barcelona,essential,Barri Gòtic,3
barri-gotic,hours,BLOCKED,P0,,공공 시가지 구역 — 해당 정보 없음,,,barcelona,essential,Barri Gòtic,3
barri-gotic,booking,BLOCKED,P0,,공공 시가지 구역 — 해당 정보 없음,,,barcelona,essential,Barri Gòtic,3
barri-gotic,price_adult,MISSING,P1,,,,,barcelona,essential,Barri Gòtic,3
barri-gotic,getting_there,MISSING,P1,,,,,barcelona,essential,Barri Gòtic,3
barri-gotic,duration,MISSING,P2,,,,,barcelona,essential,Barri Gòtic,3
bastide-du-jas-de-bouffan,closed,FRESH,P0,2026-08-17,,+33 4 42 91 94 30,https://www.aixenprovencetourism.com/fr/fiche/bastide-du-jas-de-bouffan-5538713/,aix,priority,Bastide du Jas de Bouffan,
bastide-du-jas-de-bouffan,hours,FRESH,P0,2026-08-17,,+33 4 42 91 94 30,https://www.aixenprovencetourism.com/fr/fiche/bastide-du-jas-de-bouffan-5538713/,aix,priority,Bastide du Jas de Bouffan,
bastide-du-jas-de-bouffan,booking,FRESH,P0,2026-08-17,,+33 4 42 91 94 30,https://www.aixenprovencetourism.com/fr/fiche/bastide-du-jas-de-bouffan-5538713/,aix,priority,Bastide du Jas de Bouffan,
bastide-du-jas-de-bouffan,price_adult,MISSING,P1,,,+33 4 42 91 94 30,,aix,priority,Bastide du Jas de Bouffan,
bastide-du-jas-de-bouffan,getting_there,MISSING,P1,,,+33 4 42 91 94 30,,aix,priority,Bastide du Jas de Bouffan,
bastide-du-jas-de-bouffan,duration,MISSING,P2,,,+33 4 42 91 94 30,,aix,priority,Bastide du Jas de Bouffan,
biblioteca-de-catalunya,closed,BLOCKED,P0,,"공식 사이트 bnc.cat SSL 인증서 검증 실패 (2회 시도: /eng, /eng/Visit-us)",+34 93 270 23 00,,barcelona,priority,Biblioteca de Catalunya,3
biblioteca-de-catalunya,hours,BLOCKED,P0,2026-08-17,공식 사이트(bnc.cat) robots/TLS 차단으로 판독 실패 — 우회 시도 안 함,+34 93 270 23 00,2026-08-17 신규 검증,barcelona,priority,Biblioteca de Catalunya,3
biblioteca-de-catalunya,booking,BLOCKED,P0,,공식 사이트 bnc.cat SSL 인증서 검증 실패,+34 93 270 23 00,,barcelona,priority,Biblioteca de Catalunya,3
biblioteca-de-catalunya,price_adult,MISSING,P1,,,+34 93 270 23 00,,barcelona,priority,Biblioteca de Catalunya,3
biblioteca-de-catalunya,getting_there,MISSING,P1,,,+34 93 270 23 00,,barcelona,priority,Biblioteca de Catalunya,3
biblioteca-de-catalunya,duration,STALE,P2,,,+34 93 270 23 00,원고 04_Barcelona_Sitges_v2.0.md L1399,barcelona,priority,Biblioteca de Catalunya,3
bnf-richelieu,closed,FRESH,P0,2026-08-17,,,https://www.bnf.fr/fr/richelieu,paris,priority,BnF Richelieu,
bnf-richelieu,hours,FRESH,P0,2026-08-17,,,https://www.bnf.fr/fr/richelieu,paris,priority,BnF Richelieu,
bnf-richelieu,booking,FRESH,P0,2026-08-17,,,https://www.bnf.fr/fr/richelieu,paris,priority,BnF Richelieu,
bnf-richelieu,price_adult,MISSING,P1,,,,,paris,priority,BnF Richelieu,
bnf-richelieu,getting_there,MISSING,P1,,,,,paris,priority,BnF Richelieu,
bnf-richelieu,duration,MISSING,P2,,,,,paris,priority,BnF Richelieu,
bodega-joan,closed,FRESH,P0,2026-08-21,,,https://bodegajoan.com/,barcelona,essential,Bodega Joan,2
bodega-joan,hours,FRESH,P0,2026-08-21,,,https://bodegajoan.com/,barcelona,essential,Bodega Joan,2
bodega-joan,booking,FRESH,P0,2026-08-21,,,https://bodegajoan.com/,barcelona,essential,Bodega Joan,2
bodega-joan,price_adult,MISSING,P1,,,,,barcelona,essential,Bodega Joan,2
bodega-joan,getting_there,MISSING,P1,,,,,barcelona,essential,Bodega Joan,2
bodega-joan,duration,FRESH,P2,2026-08-21,,,FCR-02 Editorial,barcelona,essential,Bodega Joan,2
bouillon-chartier-montparnasse,closed,FRESH,P0,2026-08-21,,,https://www.bouillon-chartier.com/montparnasse/,paris,essential,Bouillon Chartier Montparnasse,30
bouillon-chartier-montparnasse,hours,FRESH,P0,2026-08-21,,,https://www.bouillon-chartier.com/montparnasse/,paris,essential,Bouillon Chartier Montparnasse,30
bouillon-chartier-montparnasse,booking,FRESH,P0,2026-08-21,,,https://www.bouillon-chartier.com/montparnasse/,paris,essential,Bouillon Chartier Montparnasse,30
bouillon-chartier-montparnasse,price_adult,MISSING,P1,,,,,paris,essential,Bouillon Chartier Montparnasse,30
bouillon-chartier-montparnasse,getting_there,MISSING,P1,,,,,paris,essential,Bouillon Chartier Montparnasse,30
bouillon-chartier-montparnasse,duration,FRESH,P2,2026-08-21,,,FCR-05 Editorial,paris,essential,Bouillon Chartier Montparnasse,30
bouillon-racine,closed,FRESH,P0,2026-08-25,,,https://www.bouillonracine.fr/,paris,priority,Bouillon Racine,29
bouillon-racine,hours,FRESH,P0,2026-08-25,,,https://www.bouillonracine.fr/,paris,priority,Bouillon Racine,29
bouillon-racine,booking,FRESH,P0,2026-08-25,,,https://www.bouillonracine.fr/,paris,priority,Bouillon Racine,29
bouillon-racine,price_adult,MISSING,P1,,,,,paris,priority,Bouillon Racine,29
bouillon-racine,getting_there,MISSING,P1,,,,,paris,priority,Bouillon Racine,29
bouillon-racine,duration,FRESH,P2,2026-08-25,,,MP-04 Editorial,paris,priority,Bouillon Racine,29
boulangerie-pichard,closed,FRESH,P0,2026-08-21,,,https://www.paris.fr/,paris,essential,Boulangerie Pichard,28;29;30;35;36
boulangerie-pichard,hours,FRESH,P0,2026-08-21,,,https://www.paris.fr/,paris,essential,Boulangerie Pichard,28;29;30;35;36
boulangerie-pichard,booking,FRESH,P0,2026-08-21,,,https://www.paris.fr/,paris,essential,Boulangerie Pichard,28;29;30;35;36
boulangerie-pichard,price_adult,MISSING,P1,,,,,paris,essential,Boulangerie Pichard,28;29;30;35;36
boulangerie-pichard,getting_there,MISSING,P1,,,,,paris,essential,Boulangerie Pichard,28;29;30;35;36
boulangerie-pichard,duration,FRESH,P2,2026-08-21,,,FCR-05 Editorial,paris,essential,Boulangerie Pichard,28;29;30;35;36
bourse-de-commerce-pinault-collection,closed,FRESH,P0,2026-08-17,,,2026-08-17 신규확정 v2.1 (복구본),paris,optional,Bourse de Commerce — Pinault Collection,40
bourse-de-commerce-pinault-collection,hours,FRESH,P2,2026-08-17,,,2026-08-17 신규확정 v2.1 (복구본),paris,optional,Bourse de Commerce — Pinault Collection,40
bourse-de-commerce-pinault-collection,booking,MISSING,P2,,,,,paris,optional,Bourse de Commerce — Pinault Collection,40
bourse-de-commerce-pinault-collection,price_adult,FRESH,P2,2026-08-16,,,2026-08-16 확정 원장 (공식 소스 검증 완료),paris,optional,Bourse de Commerce — Pinault Collection,40
breizh-cafe-charles-michels,closed,FRESH,P0,2026-08-25,,,https://www.breizhcafe.com/charles-michels,paris,priority,Breizh Café Charles Michels,37
breizh-cafe-charles-michels,hours,FRESH,P0,2026-08-25,,,https://www.breizhcafe.com/charles-michels,paris,priority,Breizh Café Charles Michels,37
breizh-cafe-charles-michels,booking,FRESH,P0,2026-08-25,,,https://www.breizhcafe.com/charles-michels,paris,priority,Breizh Café Charles Michels,37
breizh-cafe-charles-michels,price_adult,MISSING,P1,,,,,paris,priority,Breizh Café Charles Michels,37
breizh-cafe-charles-michels,getting_there,MISSING,P1,,,,,paris,priority,Breizh Café Charles Michels,37
breizh-cafe-charles-michels,duration,FRESH,P2,2026-08-25,,,MP-04 Editorial,paris,priority,Breizh Café Charles Michels,37
cadaques,closed,MISSING,P0,2026-08-17,,+34 972 258 315,https://www.visitcadaques.org/,girona,none,Cadaqués,5
cadaques,hours,STALE,P2,,,+34 972 258 315,,girona,none,Cadaqués,5
cadaques,booking,MISSING,P2,,,+34 972 258 315,,girona,none,Cadaqués,5
cadaques,price_adult,MISSING,P2,,,+34 972 258 315,,girona,none,Cadaqués,5
cadaques,getting_there,FRESH,P2,2026-08-17,,+34 972 258 315,2026-08-17 신규 검증,girona,none,Cadaqués,5
cafe-comptoir-abel,closed,FRESH,P0,2026-08-21,,,https://www.cafecomptoirabel.com/,lyon,essential,Café Comptoir Abel,23
cafe-comptoir-abel,hours,FRESH,P0,2026-08-21,,,https://www.cafecomptoirabel.com/,lyon,essential,Café Comptoir Abel,23
cafe-comptoir-abel,booking,FRESH,P0,2026-08-21,,,https://www.cafecomptoirabel.com/,lyon,essential,Café Comptoir Abel,23
cafe-comptoir-abel,price_adult,MISSING,P1,,,,,lyon,essential,Café Comptoir Abel,23
cafe-comptoir-abel,getting_there,MISSING,P1,,,,,lyon,essential,Café Comptoir Abel,23
cafe-comptoir-abel,duration,FRESH,P2,2026-08-21,,,FCR-04 Editorial,lyon,essential,Café Comptoir Abel,23
cafe-du-commerce,closed,FRESH,P0,2026-08-21,,,https://www.lecafeducommerce.com/,paris,essential,Café du Commerce,28;32;42
cafe-du-commerce,hours,FRESH,P0,2026-08-21,,,https://www.lecafeducommerce.com/,paris,essential,Café du Commerce,28;32;42
cafe-du-commerce,booking,FRESH,P0,2026-08-21,,,https://www.lecafeducommerce.com/,paris,essential,Café du Commerce,28;32;42
cafe-du-commerce,price_adult,MISSING,P1,,,,,paris,essential,Café du Commerce,28;32;42
cafe-du-commerce,getting_there,MISSING,P1,,,,,paris,essential,Café du Commerce,28;32;42
cafe-du-commerce,duration,FRESH,P2,2026-08-21,,,FCR-05 Editorial,paris,essential,Café du Commerce,28;32;42
cafe-varenne,closed,FRESH,P0,2026-08-25,,,MP-04 웹 조사 2026-08-25 (복수 출처 교차),paris,essential,Café Varenne,32
cafe-varenne,hours,FRESH,P0,2026-08-25,,,MP-04 웹 조사 2026-08-25 (복수 출처 교차),paris,essential,Café Varenne,32
cafe-varenne,booking,FRESH,P0,2026-08-25,,,MP-04 웹 조사 2026-08-25 (복수 출처 교차),paris,essential,Café Varenne,32
cafe-varenne,price_adult,MISSING,P1,,,,,paris,essential,Café Varenne,32
cafe-varenne,getting_there,MISSING,P1,,,,,paris,essential,Café Varenne,32
cafe-varenne,duration,FRESH,P2,2026-08-25,,,MP-04 Editorial,paris,essential,Café Varenne,32
calanques,closed,MISSING,P0,,,,,aix,essential,Calanques de Cassis 보트 투어,16
calanques,hours,FRESH,P0,2026-08-25,,,https://www.ot-cassis.com/en/explore/the-calanques/the-calanques-by-boat/,aix,essential,Calanques de Cassis 보트 투어,16
calanques,booking,MISSING,P0,,,,,aix,essential,Calanques de Cassis 보트 투어,16
calanques,price_adult,MISSING,P1,,,,,aix,essential,Calanques de Cassis 보트 투어,16
calanques,getting_there,FRESH,P1,2026-08-25,,,https://www.ot-cassis.com/en/explore/the-calanques/the-calanques-by-boat/,aix,essential,Calanques de Cassis 보트 투어,16
calanques,duration,MISSING,P2,,,,,aix,essential,Calanques de Cassis 보트 투어,16
cannes-walk,closed,FRESH,P0,2026-08-17,,,,nice,essential,Cannes Forville–Suquet–Croisette Walk,
cannes-walk,hours,FRESH,P0,2026-08-17,,,https://www.cannes.com/fr/culture/musees-et-expositions/musee-des-explorations-du-monde.html,nice,essential,Cannes Forville–Suquet–Croisette Walk,
cannes-walk,booking,FRESH,P0,2026-08-17,,,https://www.cannes.com/fr/discover-cannes/marches-provencaux-et-brocantes.html,nice,essential,Cannes Forville–Suquet–Croisette Walk,
cannes-walk,price_adult,MISSING,P1,,,,,nice,essential,Cannes Forville–Suquet–Croisette Walk,
cannes-walk,getting_there,MISSING,P1,,,,,nice,essential,Cannes Forville–Suquet–Croisette Walk,
cannes-walk,duration,MISSING,P2,,,,,nice,essential,Cannes Forville–Suquet–Croisette Walk,
carrieres-des-lumieres,closed,FRESH,P0,2026-08-17,,,https://www.carrieres-lumieres.com/en/plan-visit/opening-times-rates,avignon,priority,Carrières des Lumières,
carrieres-des-lumieres,hours,FRESH,P0,2026-08-16,,,2026-08-16 확정 원장 (공식 소스 검증 완료),avignon,priority,Carrières des Lumières,
carrieres-des-lumieres,booking,FRESH,P0,2026-08-17,,,https://www.carrieres-lumieres.com/en/plan-visit/opening-times-rates,avignon,priority,Carrières des Lumières,
carrieres-des-lumieres,price_adult,FRESH,P1,2026-08-17,,,,avignon,priority,Carrières des Lumières,
carrieres-des-lumieres,getting_there,MISSING,P1,,,,,avignon,priority,Carrières des Lumières,
carrieres-des-lumieres,duration,MISSING,P2,,,,,avignon,priority,Carrières des Lumières,
casa-marieta,closed,FRESH,P0,2026-08-21,,,https://casamarieta.com/,girona,essential,Casa Marieta,
casa-marieta,hours,FRESH,P0,2026-08-21,,,https://casamarieta.com/,girona,essential,Casa Marieta,
casa-marieta,booking,FRESH,P0,2026-08-21,,,https://casamarieta.com/,girona,essential,Casa Marieta,
casa-marieta,price_adult,MISSING,P1,,,,,girona,essential,Casa Marieta,
casa-marieta,getting_there,MISSING,P1,,,,,girona,essential,Casa Marieta,
casa-marieta,duration,FRESH,P2,2026-08-21,,,FCR-02 Editorial,girona,essential,Casa Marieta,
cassis,closed,MISSING,P0,2026-08-17,,+33 4 28 01 01 03,https://www.ot-cassis.com/l-office.html,aix,alternative,Cassis 항구,16
cassis,hours,MISSING,P2,,,+33 4 28 01 01 03,,aix,alternative,Cassis 항구,16
cassis,booking,MISSING,P2,,,+33 4 28 01 01 03,,aix,alternative,Cassis 항구,16
cassis,price_adult,MISSING,P2,,,+33 4 28 01 01 03,,aix,alternative,Cassis 항구,16
cassis,getting_there,FRESH,P2,2026-08-25,,+33 4 28 01 01 03,https://www.ot-cassis.com/imaginez/avez-vous-pense-au-parking-relais-des-gorguettes/,aix,alternative,Cassis 항구,16
castle-hill-elevator,closed,MISSING,P0,2026-08-17,,3906,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,nice,none,Castle Hill 무료 엘리베이터,
castle-hill-elevator,hours,BLOCKED,P2,2026-08-17,nice.fr 공식 페이지에 엘리베이터 미기재 · 다른 공식 소스 미확보,3906,2026-08-17 신규확정 v2.1 (복구본),nice,none,Castle Hill 무료 엘리베이터,
castle-hill-elevator,booking,MISSING,P2,,,3906,,nice,none,Castle Hill 무료 엘리베이터,
castle-hill-elevator,price_adult,MISSING,P2,,,3906,,nice,none,Castle Hill 무료 엘리베이터,
cau-ferrat,closed,FRESH,P0,2026-08-17,,+34 93 894 03 64,https://museusdesitges.cat/en/schedule,barcelona,essential,Museu del Cau Ferrat,4
cau-ferrat,hours,FRESH,P0,2026-08-17,,+34 93 894 03 64,https://museusdesitges.cat/en/schedule,barcelona,essential,Museu del Cau Ferrat,4
cau-ferrat,booking,BLOCKED,P0,2026-08-17,공식 일정 페이지가 열렸으나 예약 필요 여부 미게재. 요금·예약 페이지는 404/403,+34 93 894 03 64,https://museusdesitges.cat/en/schedule,barcelona,essential,Museu del Cau Ferrat,4
cau-ferrat,price_adult,FRESH,P1,2026-08-17,,+34 93 894 03 64,2026-08-17 신규 검증,barcelona,essential,Museu del Cau Ferrat,4
cau-ferrat,getting_there,MISSING,P1,,,+34 93 894 03 64,,barcelona,essential,Museu del Cau Ferrat,4
cau-ferrat,duration,MISSING,P2,,,+34 93 894 03 64,,barcelona,essential,Museu del Cau Ferrat,4
cem-joan-miro,closed,BLOCKED,P0,2026-08-17,공식 페이지에 정기 휴관일 표기 없음 (7일 운영시간만 게재),+34 934 234 350,https://www.cejoanmiro.cat/,barcelona,priority,CEM Joan Miró,3
cem-joan-miro,hours,FRESH,P0,2026-08-17,,+34 934 234 350,https://www.cejoanmiro.cat/,barcelona,priority,CEM Joan Miró,3
cem-joan-miro,booking,BLOCKED,P0,2026-08-17,강습 예약 메뉴만 있고 비회원 1일 입장 가능 여부·예약 요건 미게재,+34 934 234 350,https://www.cejoanmiro.cat/,barcelona,priority,CEM Joan Miró,3
cem-joan-miro,price_adult,MISSING,P1,,,+34 934 234 350,,barcelona,priority,CEM Joan Miró,3
cem-joan-miro,getting_there,MISSING,P1,,,+34 934 234 350,,barcelona,priority,CEM Joan Miró,3
cem-joan-miro,duration,MISSING,P2,,,+34 934 234 350,,barcelona,priority,CEM Joan Miró,3
chateau-royal-de-collioure,closed,FRESH,P0,2026-08-17,,+33 4 68 82 06 43,https://www.ledepartement66.fr/dossier/le-chateau-royal-de-collioure/,girona,essential,Château Royal de Collioure,5
chateau-royal-de-collioure,hours,FRESH,P0,2026-08-17,,+33 4 68 82 06 43,https://www.ledepartement66.fr/dossier/le-chateau-royal-de-collioure/,girona,essential,Château Royal de Collioure,5
